Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G4	0.001	447	-12.76	0.039	0.909520177443264	0.998422771522282
All	1	CA1	H1B1G4	0.001	447	-13.037	0.065	0.98004222069082	0.998422771522282
All	1	CA2	H1B1G4	0.001	447	-11.361	0.221	0.991947137770873	0.998422771522282
All	1	CA4	H1B1G4	0.001	447	-12.527	0.07	0.890112551172621	0.998422771522282
All	1	entorhinal	H1B1G4	0.001	447	0.206	1.821	0.910163021646662	0.998422771522282
All	1	inforbfront	H1B1G4	0.001	447	-12.4	0.007	0.105280904640188	0.38895111000339
All	1	infpar	H1B1G4	0.001	447	-12.857	0.141	0.99138052807767	0.998422771522282
All	1	loccoer	H1B1G4	0.001	447	-0.441	1.748	0.800770772148481	0.998422771522282
All	1	midfront	H1B1G4	0.001	447	-14.001	0	0	0
All	1	suptemp	H1B1G4	0.001	447	-13.763	0.088	0.990845503558827	0.998422771522282
All	1	CTEstage	H1B1G4	0.001	446	-13.19	0	0	0
All	1	subnigra	H1B1G4	0.001	447	-11.319	0.02	0.540488286477412	0.897530517907903
All	1	AT8PositiveTissue.log	H1B1G4	0.001	447	-3.28	2.417	0.175527267377072	0.401205182576165
All	1	CTE	H1B2G1	0.283	447	-0.407	0.173	0.0190897336134865	0.152717868907892
All	1	DementiaHx	H1B2G1	0.281	430	-0.238	0.201	0.238263817962936	0.454222075843441
All	1	amygdala	H1B2G1	0.283	447	-0.145	0.143	0.313102501329347	0.762761169773157
All	1	CA1	H1B2G1	0.283	447	0.047	0.14	0.740016976245685	0.986689301660913
All	1	CA2	H1B2G1	0.283	447	0	0.144	0.998422771522282	0.998422771522282
All	1	CA4	H1B2G1	0.283	447	0.062	0.145	0.668780284410121	0.954846583747462
All	1	entorhinal	H1B2G1	0.283	447	-0.159	0.149	0.285942623314127	0.740086789754211
All	1	inforbfront	H1B2G1	0.283	447	-0.334	0.144	0.0205653428855923	0.139211551840933
All	1	infpar	H1B2G1	0.283	447	-0.251	0.145	0.0833546133761724	0.33341845350469
All	1	loccoer	H1B2G1	0.283	447	0.094	0.15	0.53162400437207	0.897530517907903
All	1	midfront	H1B2G1	0.283	447	-0.27	0.141	0.0563425473501917	0.273502764767774
All	1	suptemp	H1B2G1	0.283	447	-0.388	0.145	0.00768687657322031	0.0751605709381541
All	1	CTEstage	H1B2G1	0.284	446	-0.285	0.141	0.0440893597918266	0.176357439167306
All	1	subnigra	H1B2G1	0.283	447	-0.189	0.144	0.189511261253739	0.521155968447782
All	1	AT8PositiveTissue.log	H1B2G1	0.283	447	-0.342	0.166	0.0396176616620556	0.176357439167306
All	1	CTE	H1B3G1	0.006	447	-0.61	1.062	0.566245983098854	0.739282966227681
All	1	DementiaHx	H1B3G1	0.006	430	-1.533	1.072	0.153383094979719	0.377558387642385
All	1	amygdala	H1B3G1	0.006	447	-1.184	0.807	0.143212185156147	0.434574906680722
All	1	CA1	H1B3G1	0.006	447	-1.183	0.841	0.160118164721083	0.46967994984851
All	1	CA2	H1B3G1	0.006	447	-0.507	0.828	0.540558152830896	0.897530517907903
All	1	CA4	H1B3G1	0.006	447	-1.518	0.989	0.125479253810208	0.424699012896089
All	1	entorhinal	H1B3G1	0.006	447	-0.929	0.804	0.24840023474429	0.662400625984773
All	1	inforbfront	H1B3G1	0.006	447	-1.884	0.919	0.0409552172676935	0.212686783126943
All	1	infpar	H1B3G1	0.006	447	-1.381	0.939	0.142198751177761	0.434574906680722
All	1	loccoer	H1B3G1	0.006	447	-2.246	0.957	0.0193224909466367	0.139211551840933
All	1	midfront	H1B3G1	0.006	447	-2.292	0.904	0.0115767462805896	0.101875367269188
All	1	suptemp	H1B3G1	0.006	447	0.147	0.832	0.859811040624111	0.998422771522282
All	1	CTEstage	H1B3G1	0.006	446	-0.03	0.856	0.971837514541953	0.985033879849898
All	1	subnigra	H1B3G1	0.006	447	-0.791	0.853	0.354151246334651	0.779132741936232
All	1	AT8PositiveTissue.log	H1B3G1	0.006	447	-1.471	1.008	0.145701258829615	0.377558387642385
All	1	CTE	H2A1G2	0.131	447	0.523	0.254	0.0397377829254966	0.176357439167306
All	1	DementiaHx	H2A1G2	0.129	430	-0.247	0.273	0.366529313462752	0.617312527937267
All	1	amygdala	H2A1G2	0.131	447	-0.36	0.19	0.0592113309239322	0.273502764767774
All	1	CA1	H2A1G2	0.131	447	-0.282	0.191	0.14124052170818	0.434574906680722
All	1	CA2	H2A1G2	0.131	447	-0.363	0.194	0.0621597192654031	0.273502764767774
All	1	CA4	H2A1G2	0.131	447	-0.552	0.192	0.00435450165245843	0.0715018621471201
All	1	entorhinal	H2A1G2	0.131	447	-0.189	0.194	0.331221316055274	0.762761169773157
All	1	inforbfront	H2A1G2	0.131	447	0.012	0.188	0.948267255789943	0.998422771522282
All	1	infpar	H2A1G2	0.131	447	0.002	0.187	0.990161671254879	0.998422771522282
All	1	loccoer	H2A1G2	0.131	447	-0.317	0.195	0.10607757545547	0.38895111000339
All	1	midfront	H2A1G2	0.131	447	0.092	0.187	0.623013419203116	0.951877671062813
All	1	suptemp	H2A1G2	0.131	447	-0.018	0.196	0.926082812165793	0.998422771522282
All	1	CTEstage	H2A1G2	0.131	446	0.294	0.183	0.108693019811642	0.316197875815686
All	1	subnigra	H2A1G2	0.131	447	-0.405	0.186	0.0299196414793017	0.175528563345237
All	1	AT8PositiveTissue.log	H2A1G2	0.131	447	0.189	0.222	0.395310862545537	0.632497380072859
All	1	CTE	H2A2G2	0.04	447	-0.277	0.39	0.478162213616492	0.695508674351261
All	1	DementiaHx	H2A2G2	0.042	430	-0.266	0.434	0.540053754012815	0.739282966227681
All	1	amygdala	H2A2G2	0.04	447	0.171	0.331	0.604736114642701	0.950299608724244
All	1	CA1	H2A2G2	0.04	447	0.119	0.317	0.707267694483647	0.972493079915015
All	1	CA2	H2A2G2	0.04	447	-0.325	0.332	0.327611673212425	0.762761169773157
All	1	CA4	H2A2G2	0.04	447	-0.191	0.325	0.557713944191607	0.900624929197415
All	1	entorhinal	H2A2G2	0.04	447	-0.113	0.335	0.734934973580938	0.986689301660913
All	1	inforbfront	H2A2G2	0.04	447	0.013	0.314	0.967928538545038	0.998422771522282
All	1	infpar	H2A2G2	0.04	447	-0.33	0.314	0.294785610411797	0.741175249035375
All	1	loccoer	H2A2G2	0.04	447	0.135	0.325	0.678836397807217	0.954846583747462
All	1	midfront	H2A2G2	0.04	447	-0.127	0.311	0.683583349728297	0.954846583747462
All	1	suptemp	H2A2G2	0.04	447	-0.282	0.318	0.376185182670983	0.788197525596345
All	1	CTEstage	H2A2G2	0.04	446	-0.183	0.328	0.577564817365376	0.739282966227681
All	1	subnigra	H2A2G2	0.04	447	0.234	0.331	0.479579810199068	0.897530517907903
All	1	AT8PositiveTissue.log	H2A2G2	0.04	447	-0.304	0.396	0.443806197748397	0.6762761108547
All	1	CTE	H1_dosage	0.816	458	-0.332	0.235	0.157524733260751	0.476893906418608
All	1	DementiaHx	H1_dosage	0.816	440	0.259	0.256	0.312524829597247	0.476893906418608
All	1	amygdala	H1_dosage	0.816	458	0.252	0.182	0.166838590826139	0.581643469928931
All	1	CA1	H1_dosage	0.816	458	0.25	0.181	0.168512129750173	0.581643469928931
All	1	CA2	H1_dosage	0.816	458	0.388	0.185	0.0370841186004522	0.435250814282821
All	1	CA4	H1_dosage	0.816	458	0.463	0.181	0.0108983290366123	0.335204668706449
All	1	entorhinal	H1_dosage	0.816	458	0.176	0.185	0.339717840501777	0.702797934063826
All	1	inforbfront	H1_dosage	0.816	458	-0.01	0.177	0.956997766563556	0.974719947425844
All	1	infpar	H1_dosage	0.816	458	0.094	0.176	0.591535925456889	0.856170418424445
All	1	loccoer	H1_dosage	0.816	458	0.189	0.187	0.312485105188478	0.702797934063826
All	1	midfront	H1_dosage	0.816	458	-0.05	0.176	0.777283111785532	0.909586620174559
All	1	suptemp	H1_dosage	0.816	458	0.067	0.182	0.713313894602618	0.909586620174559
All	1	CTEstage	H1_dosage	0.815	457	-0.209	0.173	0.228370003356505	0.476893906418608
All	1	subnigra	H1_dosage	0.816	458	0.257	0.179	0.150905804962374	0.581643469928931
All	1	AT8PositiveTissue.log	H1_dosage	0.816	458	-0.065	0.21	0.758467503153905	0.842741670171006
All	1	CTE	H1_beta_dosage	1.141	458	-0.256	0.129	0.0468649278355122	0.476893906418608
All	1	DementiaHx	H1_beta_dosage	1.14	440	0.001	0.147	0.993460458559539	0.993893931584532
All	1	amygdala	H1_beta_dosage	1.141	458	-0.031	0.103	0.765790893006711	0.909586620174559
All	1	CA1	H1_beta_dosage	1.141	458	0.057	0.101	0.571862304059291	0.856170418424445
All	1	CA2	H1_beta_dosage	1.141	458	0.082	0.104	0.432995965968322	0.768218649298636
All	1	CA4	H1_beta_dosage	1.141	458	0.121	0.103	0.241337371948355	0.702797934063826
All	1	entorhinal	H1_beta_dosage	1.141	458	-0.078	0.106	0.46199130333239	0.794047552602545
All	1	inforbfront	H1_beta_dosage	1.141	458	-0.18	0.103	0.0794515005612513	0.546229066358603
All	1	infpar	H1_beta_dosage	1.141	458	-0.099	0.101	0.329970477471214	0.702797934063826
All	1	loccoer	H1_beta_dosage	1.141	458	0.06	0.109	0.581794869427521	0.856170418424445
All	1	midfront	H1_beta_dosage	1.141	458	-0.178	0.101	0.0786865764002114	0.546229066358603
All	1	suptemp	H1_beta_dosage	1.141	458	-0.099	0.104	0.34500989490406	0.702797934063826
All	1	CTEstage	H1_beta_dosage	1.141	457	-0.157	0.1	0.117307343039507	0.476893906418608
All	1	subnigra	H1_beta_dosage	1.141	458	-0.023	0.102	0.820951441441817	0.940673526652082
All	1	AT8PositiveTissue.log	H1_beta_dosage	1.141	458	-0.187	0.119	0.11751935507122	0.476893906418608
All	1	CTE	H2_alpha_dosage	0.263	458	0.153	0.161	0.341393269013814	0.476893906418608
All	1	DementiaHx	H2_alpha_dosage	0.264	440	-0.167	0.176	0.341883612396097	0.476893906418608
All	1	amygdala	H2_alpha_dosage	0.263	458	-0.132	0.128	0.302931783253711	0.702797934063826
All	1	CA1	H2_alpha_dosage	0.263	458	-0.136	0.126	0.280647312517496	0.702797934063826
All	1	CA2	H2_alpha_dosage	0.263	458	-0.246	0.13	0.058045127839363	0.532080338527494
All	1	CA4	H2_alpha_dosage	0.263	458	-0.276	0.126	0.0296549014581102	0.435250814282821
All	1	entorhinal	H2_alpha_dosage	0.263	458	-0.105	0.13	0.417259806671323	0.768218649298636
All	1	inforbfront	H2_alpha_dosage	0.263	458	0.003	0.124	0.977883778622958	0.977883778622958
All	1	infpar	H2_alpha_dosage	0.263	458	-0.099	0.123	0.424285350062687	0.768218649298636
All	1	loccoer	H2_alpha_dosage	0.263	458	-0.065	0.13	0.617561246052189	0.870919705971036
All	1	midfront	H2_alpha_dosage	0.263	458	0.024	0.123	0.843946839094751	0.947287268371659
All	1	suptemp	H2_alpha_dosage	0.263	458	-0.042	0.125	0.738740352433962	0.909586620174559
All	1	CTEstage	H2_alpha_dosage	0.264	457	0.123	0.123	0.315751665109738	0.476893906418608
All	1	subnigra	H2_alpha_dosage	0.263	458	-0.127	0.126	0.315826027541516	0.702797934063826
All	1	AT8PositiveTissue.log	H2_alpha_dosage	0.263	458	-0.001	0.148	0.993893931584532	0.993893931584532
All	1	CTE	H1_gamma_dosage	1.053	458	-0.112	0.12	0.352106891611137	0.476893906418608
All	1	DementiaHx	H1_gamma_dosage	1.053	440	-0.103	0.137	0.453726248733567	0.567157810916959
All	1	amygdala	H1_gamma_dosage	1.053	458	0.061	0.099	0.535428773979814	0.856170418424445
All	1	CA1	H1_gamma_dosage	1.053	458	-0.037	0.097	0.700230606723885	0.909586620174559
All	1	CA2	H1_gamma_dosage	1.053	458	0.159	0.1	0.112541819376125	0.581643469928931
All	1	CA4	H1_gamma_dosage	1.053	458	0.138	0.099	0.164712341857004	0.581643469928931
All	1	entorhinal	H1_gamma_dosage	1.053	458	-0.011	0.101	0.915934583230066	0.972225135944605
All	1	inforbfront	H1_gamma_dosage	1.053	458	-0.011	0.098	0.91192464710167	0.972225135944605
All	1	infpar	H1_gamma_dosage	1.053	458	-0.028	0.097	0.768614074930153	0.909586620174559
All	1	loccoer	H1_gamma_dosage	1.053	458	0.068	0.102	0.505819306030574	0.843032176717623
All	1	midfront	H1_gamma_dosage	1.053	458	-0.088	0.096	0.360446992703647	0.708020878525021
All	1	suptemp	H1_gamma_dosage	1.053	458	-0.008	0.097	0.937107402091451	0.9724699455666
All	1	CTEstage	H1_gamma_dosage	1.052	457	-0.143	0.094	0.126017864029234	0.476893906418608
All	1	subnigra	H1_gamma_dosage	1.053	458	0.131	0.097	0.17820164790829	0.581643469928931
All	1	AT8PositiveTissue.log	H1_gamma_dosage	1.053	458	-0.103	0.112	0.357670429813956	0.476893906418608
All	1	CTE	H2_gamma_dosage	0.366	458	0.169	0.118	0.153797805621941	0.476893906418608
All	1	DementiaHx	H2_gamma_dosage	0.365	440	-0.125	0.129	0.330958095232918	0.476893906418608
All	1	amygdala	H2_gamma_dosage	0.366	458	-0.124	0.091	0.17421314953983	0.581643469928931
All	1	CA1	H2_gamma_dosage	0.366	458	-0.122	0.091	0.179780708887124	0.581643469928931
All	1	CA2	H2_gamma_dosage	0.366	458	-0.192	0.093	0.0395682558438928	0.435250814282821
All	1	CA4	H2_gamma_dosage	0.366	458	-0.229	0.091	0.0121892606802345	0.335204668706449
All	1	entorhinal	H2_gamma_dosage	0.366	458	-0.089	0.093	0.339717357437978	0.702797934063826
All	1	inforbfront	H2_gamma_dosage	0.366	458	0.009	0.089	0.91919467398399	0.972225135944605
All	1	infpar	H2_gamma_dosage	0.366	458	-0.049	0.088	0.5804074664314	0.856170418424445
All	1	loccoer	H2_gamma_dosage	0.366	458	-0.091	0.094	0.334228271179201	0.702797934063826
All	1	midfront	H2_gamma_dosage	0.366	458	0.025	0.088	0.773522253730208	0.909586620174559
All	1	suptemp	H2_gamma_dosage	0.366	458	-0.031	0.091	0.737465664838182	0.909586620174559
All	1	CTEstage	H2_gamma_dosage	0.367	457	0.106	0.087	0.224069435562117	0.476893906418608
All	1	subnigra	H2_gamma_dosage	0.366	458	-0.129	0.09	0.153051162290534	0.581643469928931
All	1	AT8PositiveTissue.log	H2_gamma_dosage	0.366	458	0.037	0.105	0.7288668335677	0.842741670171006
