Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	CTEstage	H2A1G2	0.1312	446	0.267	0.1874	0.1543	0.274311111111111
All	1	subnigra	H2A1G2	0.1312	447	-0.4157	0.1885	0.02739	0.10043
All	1	AT8PositiveTissue.log	H2A1G2	0.1309	447	0.1206	0.2241	0.5905	0.726769230769231
All	1	CTE	H1_dosage	0.8139	458	-0.2708	0.2473	0.2733	0.40995
All	1	DementiaHx	H1_dosage	0.816	440	0.3428	0.2775	0.2166	0.40995
All	1	amygdala	H1_dosage	0.8162	458	0.2476	0.1845	0.1796	0.635752173913043
All	1	CA1	H1_dosage	0.8159	458	0.2014	0.1848	0.2758	0.635752173913043
All	1	CA2	H1_dosage	0.8158	458	0.3527	0.1859	0.05778	0.416526
All	1	CA4	H1_dosage	0.816	458	0.4376	0.1866	0.01903	0.36531
All	1	entorhinal	H1_dosage	0.8159	458	0.1555	0.1881	0.4083	0.635752173913043
All	1	inforbfront	H1_dosage	0.816	458	0.0327	0.1818	0.8574	0.9293
All	1	infpar	H1_dosage	0.8161	458	0.1499	0.1798	0.4046	0.635752173913043
All	1	loccoer	H1_dosage	0.8159	458	0.1871	0.1876	0.3185	0.635752173913043
All	1	midfront	H1_dosage	0.816	458	-0.026	0.1796	0.885	0.9293
All	1	suptemp	H1_dosage	0.8159	458	0.0489	0.1854	0.7921	0.9293
All	1	CTEstage	H1_dosage	0.8154	457	-0.217	0.1797	0.2271	0.40995
All	1	subnigra	H1_dosage	0.8161	458	0.2403	0.1816	0.1856	0.635752173913043
All	1	AT8PositiveTissue.log	H1_dosage	0.8167	458	0.0051	0.2143	0.9811	0.9968
All	1	CTE	H2_alpha_dosage	0.2678	458	0.1157	0.1695	0.4948	0.659733333333333
All	1	DementiaHx	H2_alpha_dosage	0.265	440	-0.2386	0.1895	0.2079	0.40995
All	1	amygdala	H2_alpha_dosage	0.2628	458	-0.1171	0.1298	0.3671	0.635752173913043
All	1	CA1	H2_alpha_dosage	0.2633	458	-0.0998	0.1286	0.4374	0.635752173913043
All	1	CA2	H2_alpha_dosage	0.2635	458	-0.2126	0.1298	0.1014	0.5577
All	1	CA4	H2_alpha_dosage	0.263	458	-0.2433	0.1308	0.06286	0.416526
All	1	entorhinal	H2_alpha_dosage	0.2638	458	-0.1018	0.1328	0.4431	0.635752173913043
All	1	inforbfront	H2_alpha_dosage	0.263	458	-0.0253	0.1265	0.8415	0.9293
All	1	infpar	H2_alpha_dosage	0.2626	458	-0.135	0.1264	0.2853	0.635752173913043
All	1	loccoer	H2_alpha_dosage	0.2634	458	-0.0617	0.1326	0.6419	0.8826125
All	1	midfront	H2_alpha_dosage	0.2632	458	0.0111	0.1251	0.9293	0.9293
All	1	suptemp	H2_alpha_dosage	0.2638	458	-0.0355	0.1284	0.7823	0.9293
All	1	CTEstage	H2_alpha_dosage	0.2637	457	0.1387	0.1265	0.2729	0.40995
All	1	subnigra	H2_alpha_dosage	0.2629	458	-0.1124	0.1285	0.3817	0.635752173913043
All	1	AT8PositiveTissue.log	H2_alpha_dosage	0.2614	458	-0.0392	0.1515	0.7956	0.95472
All	1	CTE	H2_gamma_dosage	0.3701	458	0.1374	0.1243	0.2689	0.40995
All	1	DementiaHx	H2_gamma_dosage	0.3651	440	-0.1674	0.1391	0.2288	0.40995
All	1	amygdala	H2_gamma_dosage	0.3652	458	-0.1138	0.0921	0.2168	0.635752173913043
All	1	CA1	H2_gamma_dosage	0.3658	458	-0.0971	0.0927	0.2947	0.635752173913043
All	1	CA2	H2_gamma_dosage	0.3661	458	-0.1729	0.093	0.06311	0.416526
All	1	CA4	H2_gamma_dosage	0.3656	458	-0.2146	0.0938	0.02214	0.36531
All	1	entorhinal	H2_gamma_dosage	0.3659	458	-0.0762	0.0947	0.421	0.635752173913043
All	1	inforbfront	H2_gamma_dosage	0.3658	458	-0.011	0.091	0.904	0.9293
All	1	infpar	H2_gamma_dosage	0.3654	458	-0.0769	0.0904	0.3948	0.635752173913043
All	1	loccoer	H2_gamma_dosage	0.366	458	-0.0901	0.0942	0.3388	0.635752173913043
All	1	midfront	H2_gamma_dosage	0.3657	458	0.0177	0.0906	0.8454	0.9293
All	1	suptemp	H2_gamma_dosage	0.3659	458	-0.0212	0.0932	0.8204	0.9293
All	1	CTEstage	H2_gamma_dosage	0.366	457	0.105	0.0904	0.2453	0.40995
All	1	subnigra	H2_gamma_dosage	0.3655	458	-0.1217	0.091	0.1808	0.635752173913043
All	1	AT8PositiveTissue.log	H2_gamma_dosage	0.3641	458	4e-04	0.1077	0.9968	0.9968
