Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	Older	3	CA1	H1B2G1*footyrs	0.258	207	0.04	0.036	0.267959470688291	0.535918941376582
All	Younger	3	CA1	H1B2G1*footyrs	0.25	240	0.048	0.041	0.245285943902369	0.512912960413949
Cases	Older	3	CA1	H1B2G1*footyrs	0.244	168	0.054	0.047	0.245770793531684	0.512912960413949
Cases	Younger	3	CA1	H1B2G1*footyrs	0.203	160	-0.044	0.057	0.441263169130407	0.692594938988638
All	NA	4	CA1	H1B2G1*stratum	0.255	526	-0.04	0.26	0.87763543220621	0.915793494476045
Cases	NA	4	CA1	H1B2G1*stratum	0.227	364	-0.463	0.336	0.168376030817039	0.650794468843755
All	Older	1	CA2	H1B2G1	0.259	249	-0.13	0.193	0.501193902265525	0.7843776677666
All	Younger	1	CA2	H1B2G1	0.251	277	0.089	0.203	0.661359905891778	0.834009902473248
Cases	Older	1	CA2	H1B2G1	0.239	190	-0.114	0.225	0.611597020344283	0.834009902473248
Cases	Younger	1	CA2	H1B2G1	0.213	174	0.387	0.274	0.160005558887716	0.480138818438877
All	Older	2	CA2	H1B2G1	0.258	207	0.012	0.209	0.953450297239726	0.953450297239726
All	Younger	2	CA2	H1B2G1	0.25	240	0.163	0.238	0.492212499199498	0.724146465325929
Cases	Older	2	CA2	H1B2G1	0.244	168	0.02	0.238	0.933855877237448	0.953450297239726
Cases	Younger	2	CA2	H1B2G1	0.203	160	0.643	0.317	0.0442088231998259	0.320266142238936
All	Older	3	CA2	H1B2G1*footyrs	0.258	207	0.013	0.036	0.711446730535467	0.813081977754819
All	Younger	3	CA2	H1B2G1*footyrs	0.25	240	0.077	0.05	0.121002395908676	0.401396506994141
Cases	Older	3	CA2	H1B2G1*footyrs	0.244	168	-0.011	0.047	0.822544933948191	0.918189693709608
Cases	Younger	3	CA2	H1B2G1*footyrs	0.203	160	-0.004	0.064	0.954241048380988	0.954241048380988
All	NA	4	CA2	H1B2G1*stratum	0.255	526	-0.059	0.264	0.823679189596386	0.915793494476045
Cases	NA	4	CA2	H1B2G1*stratum	0.227	364	-0.515	0.344	0.135151113152536	0.650794468843755
All	Older	1	CA4	H1B2G1	0.259	249	-0.069	0.188	0.712383458362566	0.834009902473248
All	Younger	1	CA4	H1B2G1	0.251	277	0.198	0.204	0.331472819258229	0.6364278129758
Cases	Older	1	CA4	H1B2G1	0.239	190	0.151	0.227	0.506577243765929	0.7843776677666
Cases	Younger	1	CA4	H1B2G1	0.213	174	0.451	0.271	0.098913799471315	0.480138818438877
All	Older	2	CA4	H1B2G1	0.258	207	0.042	0.21	0.841413627704959	0.922858375922006
All	Younger	2	CA4	H1B2G1	0.25	240	0.277	0.242	0.253809488136671	0.529689366546096
Cases	Older	2	CA4	H1B2G1	0.244	168	0.166	0.245	0.497850694911576	0.724146465325929
Cases	Younger	2	CA4	H1B2G1	0.203	160	0.568	0.307	0.0667998613229939	0.320266142238936
All	Older	3	CA4	H1B2G1*footyrs	0.258	207	0.045	0.037	0.225641518759875	0.512912960413949
All	Younger	3	CA4	H1B2G1*footyrs	0.25	240	0.103	0.051	0.0430622082505816	0.298387051835773
Cases	Older	3	CA4	H1B2G1*footyrs	0.244	168	0.038	0.048	0.43604440389958	0.692594938988638
Cases	Younger	3	CA4	H1B2G1*footyrs	0.203	160	0.035	0.062	0.569813705013405	0.73921777947685
All	NA	4	CA4	H1B2G1*stratum	0.255	526	-0.128	0.263	0.62809735164232	0.894091999629812
Cases	NA	4	CA4	H1B2G1*stratum	0.227	364	-0.501	0.346	0.148320090804534	0.650794468843755
All	Older	1	entorhinal	H1B2G1	0.259	249	-0.092	0.202	0.648118961595695	0.834009902473248
All	Younger	1	entorhinal	H1B2G1	0.251	277	-0.274	0.195	0.162008632266682	0.480138818438877
Cases	Older	1	entorhinal	H1B2G1	0.239	190	-0.095	0.253	0.706350973602154	0.834009902473248
Cases	Younger	1	entorhinal	H1B2G1	0.213	174	0.117	0.27	0.66709964871294	0.834009902473248
All	Older	2	entorhinal	H1B2G1	0.258	207	-0.115	0.229	0.61575776996246	0.844467798805659
All	Younger	2	entorhinal	H1B2G1	0.25	240	-0.288	0.225	0.202248741965961	0.462282838779339
Cases	Older	2	entorhinal	H1B2G1	0.244	168	-0.102	0.267	0.702126116102231	0.86415521981813
Cases	Younger	2	entorhinal	H1B2G1	0.203	160	0.282	0.31	0.365820418378057	0.645820487481981
All	Older	3	entorhinal	H1B2G1*footyrs	0.258	207	0.033	0.043	0.447300898096829	0.692594938988638
All	Younger	3	entorhinal	H1B2G1*footyrs	0.25	240	0.077	0.046	0.0971283504693852	0.401396506994141
Cases	Older	3	entorhinal	H1B2G1*footyrs	0.244	168	0.036	0.055	0.51001766046169	0.73921777947685
Cases	Younger	3	entorhinal	H1B2G1*footyrs	0.203	160	0.008	0.065	0.901690203506756	0.949280201025207
All	NA	4	entorhinal	H1B2G1*stratum	0.255	526	0.287	0.271	0.289458238247203	0.753173129517561
Cases	NA	4	entorhinal	H1B2G1*stratum	0.227	364	-0.141	0.356	0.692340014656033	0.894091999629812
All	Older	1	inforbfront	H1B2G1	0.259	249	-0.279	0.191	0.145180059042372	0.480138818438877
All	Younger	1	inforbfront	H1B2G1	0.251	277	-0.287	0.195	0.142227259040117	0.480138818438877
Cases	Older	1	inforbfront	H1B2G1	0.239	190	-0.188	0.226	0.407311622504752	0.698248495722432
Cases	Younger	1	inforbfront	H1B2G1	0.213	174	-0.048	0.259	0.851804319725042	0.88883929014787
All	Older	2	inforbfront	H1B2G1	0.258	207	-0.352	0.215	0.102770093994371	0.379458808594601
All	Younger	2	inforbfront	H1B2G1	0.25	240	-0.394	0.224	0.0800665355597339	0.320266142238936
Cases	Older	2	inforbfront	H1B2G1	0.244	168	-0.171	0.246	0.48939952746292	0.724146465325929
Cases	Younger	2	inforbfront	H1B2G1	0.203	160	-0.061	0.289	0.83214437979403	0.922858375922006
All	Older	3	inforbfront	H1B2G1*footyrs	0.258	207	0.034	0.037	0.361956190030975	0.643477671166178
All	Younger	3	inforbfront	H1B2G1*footyrs	0.25	240	0.054	0.043	0.209018815149354	0.512912960413949
Cases	Older	3	inforbfront	H1B2G1*footyrs	0.244	168	0.054	0.046	0.243259859984663	0.512912960413949
Cases	Younger	3	inforbfront	H1B2G1*footyrs	0.203	160	-0.009	0.057	0.879799536517347	0.949280201025207
All	NA	4	inforbfront	H1B2G1*stratum	0.255	526	0.155	0.262	0.554995895054497	0.894091999629812
Cases	NA	4	inforbfront	H1B2G1*stratum	0.227	364	-0.071	0.34	0.8355573287585	0.915793494476045
All	Older	1	infpar	H1B2G1	0.259	249	-0.16	0.191	0.403540354916623	0.698248495722432
All	Younger	1	infpar	H1B2G1	0.251	277	-0.382	0.197	0.0531894440951821	0.480138818438877
Cases	Older	1	infpar	H1B2G1	0.239	190	-0.134	0.225	0.553893466869506	0.830840200304259
Cases	Younger	1	infpar	H1B2G1	0.213	174	-0.203	0.254	0.424054804424163	0.701883814219304
All	Older	2	infpar	H1B2G1	0.258	207	-0.194	0.215	0.367391027217291	0.645820487481981
All	Younger	2	infpar	H1B2G1	0.25	240	-0.434	0.224	0.0545056758697353	0.320266142238936
Cases	Older	2	infpar	H1B2G1	0.244	168	-0.206	0.246	0.404600001426011	0.669682760980984
Cases	Younger	2	infpar	H1B2G1	0.203	160	-0.067	0.281	0.812655826581126	0.922858375922006
All	Older	3	infpar	H1B2G1*footyrs	0.258	207	0.049	0.038	0.200031458956154	0.512912960413949
All	Younger	3	infpar	H1B2G1*footyrs	0.25	240	0.092	0.046	0.044976550276119	0.298387051835773
Cases	Older	3	infpar	H1B2G1*footyrs	0.244	168	0.08	0.049	0.101910737136764	0.401396506994141
Cases	Younger	3	infpar	H1B2G1*footyrs	0.203	160	0.024	0.059	0.687053570662733	0.813081977754819
All	NA	4	infpar	H1B2G1*stratum	0.255	526	0.249	0.264	0.345204351028882	0.753173129517561
Cases	NA	4	infpar	H1B2G1*stratum	0.227	364	0.059	0.331	0.859030823749979	0.915793494476045
All	Older	1	loccoer	H1B2G1	0.259	249	-0.086	0.2	0.667645680008697	0.834009902473248
All	Younger	1	loccoer	H1B2G1	0.251	277	0.071	0.189	0.708029806248894	0.834009902473248
Cases	Older	1	loccoer	H1B2G1	0.239	190	0.03	0.244	0.901991669538897	0.901991669538897
Cases	Younger	1	loccoer	H1B2G1	0.213	174	0.675	0.281	0.0174572601480123	0.468658215149035
All	Older	2	loccoer	H1B2G1	0.258	207	-0.247	0.224	0.27139577907032	0.54279155814064
All	Younger	2	loccoer	H1B2G1	0.25	240	0.112	0.218	0.608114156473984	0.844467798805659
Cases	Older	2	loccoer	H1B2G1	0.244	168	-0.052	0.265	0.845953511261839	0.922858375922006
Cases	Younger	2	loccoer	H1B2G1	0.203	160	0.956	0.326	0.00409304823947299	0.196466315494704
All	Older	3	loccoer	H1B2G1*footyrs	0.258	207	0.042	0.04	0.301509283420897	0.556632523238579
All	Younger	3	loccoer	H1B2G1*footyrs	0.25	240	0.025	0.042	0.550553138437787	0.73921777947685
Cases	Older	3	loccoer	H1B2G1*footyrs	0.244	168	0.02	0.052	0.701482823060273	0.813081977754819
Cases	Younger	3	loccoer	H1B2G1*footyrs	0.203	160	-0.006	0.068	0.929503530170515	0.949280201025207
All	NA	4	loccoer	H1B2G1*stratum	0.255	526	-0.102	0.272	0.707822833040268	0.894091999629812
Cases	NA	4	loccoer	H1B2G1*stratum	0.227	364	-0.641	0.363	0.0784573194972218	0.650794468843755
All	Older	1	midfront	H1B2G1	0.259	249	-0.233	0.193	0.227412975572939	0.545791141375054
All	Younger	1	midfront	H1B2G1	0.251	277	-0.195	0.187	0.296181873800585	0.618118693149047
Cases	Older	1	midfront	H1B2G1	0.239	190	-0.22	0.234	0.348798510904935	0.64393571243988
Cases	Younger	1	midfront	H1B2G1	0.213	174	0.348	0.259	0.180052056914579	0.480138818438877
All	Older	2	midfront	H1B2G1	0.258	207	-0.299	0.221	0.177488306677452	0.436005609759562
All	Younger	2	midfront	H1B2G1	0.25	240	-0.306	0.21	0.147621214819104	0.436005609759562
Cases	Older	2	midfront	H1B2G1	0.244	168	-0.295	0.256	0.250057437685147	0.529689366546096
Cases	Younger	2	midfront	H1B2G1	0.203	160	0.25	0.282	0.376728617697822	0.645820487481981
All	Older	3	midfront	H1B2G1*footyrs	0.258	207	0.018	0.039	0.645862395670198	0.794907563901782
All	Younger	3	midfront	H1B2G1*footyrs	0.25	240	0.064	0.042	0.125436408435669	0.401396506994141
Cases	Older	3	midfront	H1B2G1*footyrs	0.244	168	0.055	0.05	0.28036843929791	0.538307403451987
Cases	Younger	3	midfront	H1B2G1*footyrs	0.203	160	-0.028	0.059	0.643084289422482	0.794907563901782
All	NA	4	midfront	H1B2G1*stratum	0.255	526	0.136	0.263	0.605446145092086	0.894091999629812
Cases	NA	4	midfront	H1B2G1*stratum	0.227	364	-0.336	0.34	0.32432005234553	0.753173129517561
All	Older	1	suptemp	H1B2G1	0.259	249	-0.408	0.192	0.0343563147670753	0.468658215149035
All	Younger	1	suptemp	H1B2G1	0.251	277	-0.363	0.194	0.0625333944187796	0.480138818438877
Cases	Older	1	suptemp	H1B2G1	0.239	190	-0.48	0.231	0.0390317446379305	0.468658215149035
Cases	Younger	1	suptemp	H1B2G1	0.213	174	-0.081	0.264	0.759028757267963	0.841220215165525
All	Older	2	suptemp	H1B2G1	0.258	207	-0.471	0.215	0.0299182278239267	0.320266142238936
All	Younger	2	suptemp	H1B2G1	0.25	240	-0.475	0.222	0.0338066574741096	0.320266142238936
Cases	Older	2	suptemp	H1B2G1	0.244	168	-0.437	0.246	0.0774709252957826	0.320266142238936
Cases	Younger	2	suptemp	H1B2G1	0.203	160	-0.121	0.294	0.681763728686053	0.861175236235014
All	Older	3	suptemp	H1B2G1*footyrs	0.258	207	0.027	0.038	0.474878750887386	0.712318126331079
All	Younger	3	suptemp	H1B2G1*footyrs	0.25	240	0.068	0.043	0.118071502369342	0.401396506994141
Cases	Older	3	suptemp	H1B2G1*footyrs	0.244	168	0.072	0.049	0.138980878106388	0.416942634319164
Cases	Younger	3	suptemp	H1B2G1*footyrs	0.203	160	0.051	0.06	0.39508653483643	0.677291202576737
All	NA	4	suptemp	H1B2G1*stratum	0.255	526	0.101	0.264	0.702175359354098	0.894091999629812
Cases	NA	4	suptemp	H1B2G1*stratum	0.227	364	-0.336	0.342	0.326858552268599	0.753173129517561
All	Older	1	CTEstage	H1B2G1	0.259	249	-0.387	0.186	0.0390548512624196	0.468658215149035
All	Younger	1	CTEstage	H1B2G1	0.252	276	-0.191	0.189	0.314620534616696	0.629241069233392
Cases	Older	1	CTEstage	H1B2G1	0.239	190	-0.374	0.233	0.110152312176166	0.480138818438877
Cases	Younger	1	CTEstage	H1B2G1	0.214	173	0.331	0.264	0.212381824766865	0.536543557305764
All	Older	2	CTEstage	H1B2G1	0.258	207	-0.38	0.213	0.0757703025044432	0.320266142238936
All	Younger	2	CTEstage	H1B2G1	0.25	240	-0.285	0.213	0.181669004066484	0.436005609759562
Cases	Older	2	CTEstage	H1B2G1	0.244	168	-0.377	0.263	0.15455820257793	0.436005609759562
Cases	Younger	2	CTEstage	H1B2G1	0.203	160	0.285	0.295	0.335310665028911	0.643796476855509
All	Older	3	CTEstage	H1B2G1*footyrs	0.258	207	0.077	0.044	0.0847904519662319	0.401396506994141
All	Younger	3	CTEstage	H1B2G1*footyrs	0.25	240	0.059	0.044	0.177055997976352	0.499922817815582
Cases	Older	3	CTEstage	H1B2G1*footyrs	0.244	168	0.033	0.055	0.545692772567969	0.73921777947685
Cases	Younger	3	CTEstage	H1B2G1*footyrs	0.203	160	-0.006	0.06	0.920621027656127	0.949280201025207
All	NA	4	CTEstage	H1B2G1*stratum	0.255	525	-0.189	0.262	0.47188984778131	0.871181257442418
Cases	NA	4	CTEstage	H1B2G1*stratum	0.227	363	-0.558	0.341	0.102773210170988	0.650794468843755
All	Older	1	subnigra	H1B2G1	0.259	249	-0.332	0.19	0.0817824680649748	0.480138818438877
All	Younger	1	subnigra	H1B2G1	0.251	277	0.053	0.196	0.78864395171768	0.841220215165525
Cases	Older	1	subnigra	H1B2G1	0.239	190	-0.25	0.23	0.278382549044627	0.607380107006459
Cases	Younger	1	subnigra	H1B2G1	0.213	174	0.424	0.259	0.103851506719845	0.480138818438877
All	Older	2	subnigra	H1B2G1	0.258	207	-0.396	0.209	0.0602716576594107	0.320266142238936
All	Younger	2	subnigra	H1B2G1	0.25	240	-0.093	0.222	0.676054619395159	0.861175236235014
Cases	Older	2	subnigra	H1B2G1	0.244	168	-0.188	0.243	0.440077333984187	0.704123734374699
Cases	Younger	2	subnigra	H1B2G1	0.203	160	0.439	0.287	0.127925775655547	0.428599525374227
All	Older	3	subnigra	H1B2G1*footyrs	0.258	207	0.096	0.038	0.0130184713387389	0.195521422308473
All	Younger	3	subnigra	H1B2G1*footyrs	0.25	240	0.155	0.049	0.00194806440531936	0.0935070914553293
Cases	Older	3	subnigra	H1B2G1*footyrs	0.244	168	0.094	0.047	0.0497311753059622	0.298387051835773
Cases	Younger	3	subnigra	H1B2G1*footyrs	0.203	160	0.127	0.061	0.0399074310309055	0.298387051835773
All	NA	4	subnigra	H1B2G1*stratum	0.255	526	-0.216	0.261	0.408061488816827	0.816122977633654
Cases	NA	4	subnigra	H1B2G1*stratum	0.227	364	-0.439	0.334	0.189815053412762	0.650794468843755
