Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	Older	2	loccoer	H1B1G4	0	152	Cases	Older	2	1
Cases	Younger	2	loccoer	H1B1G4	0	124	Cases	Younger	2	1
All	Older	3	loccoer	H1B1G4*footyrs	0.003	188	All	Older	3	1
All	Younger	3	loccoer	H1B1G4*footyrs	0	195	All	Younger	3	1
Cases	Older	3	loccoer	H1B1G4*footyrs	0	152	Cases	Older	3	1
Cases	Younger	3	loccoer	H1B1G4*footyrs	0	124	Cases	Younger	3	1
All	NA	4	loccoer	H1B1G4*stratum	0.001	526	All	NA	4	1
Cases	NA	4	loccoer	H1B1G4*stratum	0	364	Cases	NA	4	1
All	Older	1	midfront	H1B1G4	0.002	222	-16.112	0.024	0.967717393573263	1
All	Younger	1	midfront	H1B1G4	0	225	All	Younger	1	1
Cases	Older	1	midfront	H1B1G4	0	169	Cases	Older	1	1
Cases	Younger	1	midfront	H1B1G4	0	136	Cases	Younger	1	1
All	Older	2	midfront	H1B1G4	0.003	188	-15.452	0.029	0.263428321727087	1
All	Younger	2	midfront	H1B1G4	0	195	All	Younger	2	1
Cases	Older	2	midfront	H1B1G4	0	152	Cases	Older	2	1
Cases	Younger	2	midfront	H1B1G4	0	124	Cases	Younger	2	1
All	Older	3	midfront	H1B1G4*footyrs	0.003	188	All	Older	3	1
All	Younger	3	midfront	H1B1G4*footyrs	0	195	All	Younger	3	1
Cases	Older	3	midfront	H1B1G4*footyrs	0	152	Cases	Older	3	1
Cases	Younger	3	midfront	H1B1G4*footyrs	0	124	Cases	Younger	3	1
All	NA	4	midfront	H1B1G4*stratum	0.001	526	All	NA	4	1
Cases	NA	4	midfront	H1B1G4*stratum	0	364	Cases	NA	4	1
All	Older	1	suptemp	H1B1G4	0.002	222	-17.622	0.021	0.989178390586489	1
All	Younger	1	suptemp	H1B1G4	0	225	All	Younger	1	1
Cases	Older	1	suptemp	H1B1G4	0	169	Cases	Older	1	1
Cases	Younger	1	suptemp	H1B1G4	0	136	Cases	Younger	1	1
All	Older	2	suptemp	H1B1G4	0.003	188	-18.209	0.014	0.889849853396921	1
All	Younger	2	suptemp	H1B1G4	0	195	All	Younger	2	1
Cases	Older	2	suptemp	H1B1G4	0	152	Cases	Older	2	1
Cases	Younger	2	suptemp	H1B1G4	0	124	Cases	Younger	2	1
All	Older	3	suptemp	H1B1G4*footyrs	0.003	188	All	Older	3	1
All	Younger	3	suptemp	H1B1G4*footyrs	0	195	All	Younger	3	1
Cases	Older	3	suptemp	H1B1G4*footyrs	0	152	Cases	Older	3	1
Cases	Younger	3	suptemp	H1B1G4*footyrs	0	124	Cases	Younger	3	1
All	NA	4	suptemp	H1B1G4*stratum	0.001	526	All	NA	4	1
Cases	NA	4	suptemp	H1B1G4*stratum	0	364	Cases	NA	4	1
All	Older	1	CTEstage	H1B1G4	0.002	222	-17.789	0	0	0
All	Younger	1	CTEstage	H1B1G4	0	224	All	Younger	1	1
Cases	Older	1	CTEstage	H1B1G4	0	169	Cases	Older	1	1
Cases	Younger	1	CTEstage	H1B1G4	0	135	Cases	Younger	1	1
All	Older	2	CTEstage	H1B1G4	0.003	188	-20.553	0	0	0
All	Younger	2	CTEstage	H1B1G4	0	195	All	Younger	2	1
Cases	Older	2	CTEstage	H1B1G4	0	152	Cases	Older	2	1
Cases	Younger	2	CTEstage	H1B1G4	0	124	Cases	Younger	2	1
All	Older	3	CTEstage	H1B1G4*footyrs	0.003	188	All	Older	3	1
All	Younger	3	CTEstage	H1B1G4*footyrs	0	195	All	Younger	3	1
Cases	Older	3	CTEstage	H1B1G4*footyrs	0	152	Cases	Older	3	1
Cases	Younger	3	CTEstage	H1B1G4*footyrs	0	124	Cases	Younger	3	1
All	NA	4	CTEstage	H1B1G4*stratum	0.001	525	All	NA	4	1
Cases	NA	4	CTEstage	H1B1G4*stratum	0	363	Cases	NA	4	1
All	Older	1	subnigra	H1B1G4	0.002	222	-13.479	0.045	0.919421895484992	1
All	Younger	1	subnigra	H1B1G4	0	225	All	Younger	1	1
Cases	Older	1	subnigra	H1B1G4	0	169	Cases	Older	1	1
Cases	Younger	1	subnigra	H1B1G4	0	136	Cases	Younger	1	1
All	Older	2	subnigra	H1B1G4	0.003	188	-14.634	0.069	0.989642225287938	1
All	Younger	2	subnigra	H1B1G4	0	195	All	Younger	2	1
Cases	Older	2	subnigra	H1B1G4	0	152	Cases	Older	2	1
Cases	Younger	2	subnigra	H1B1G4	0	124	Cases	Younger	2	1
All	Older	3	subnigra	H1B1G4*footyrs	0.003	188	All	Older	3	1
All	Younger	3	subnigra	H1B1G4*footyrs	0	195	All	Younger	3	1
Cases	Older	3	subnigra	H1B1G4*footyrs	0	152	Cases	Older	3	1
Cases	Younger	3	subnigra	H1B1G4*footyrs	0	124	Cases	Younger	3	1
All	NA	4	subnigra	H1B1G4*stratum	0.001	526	All	NA	4	1
Cases	NA	4	subnigra	H1B1G4*stratum	0	364	Cases	NA	4	1
