Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	Younger	2	CA1	H1_gamma_dosage	1.044	127	-0.158	0.184	0.393344415919731	0.686937122370907
All	Older	3	CA1	H1_gamma_dosage*footyrs	1.05	192	0.049	0.028	0.081576866177298	0.770310507050536
All	Younger	3	CA1	H1_gamma_dosage*footyrs	1.052	200	-0.039	0.035	0.26445475052086	0.770310507050536
Cases	Older	3	CA1	H1_gamma_dosage*footyrs	1.019	156	0.047	0.035	0.17438424793909	0.770310507050536
Cases	Younger	3	CA1	H1_gamma_dosage*footyrs	1.044	127	-0.049	0.038	0.204317521530699	0.770310507050536
All	NA	4	CA1	H1_gamma_dosage*stratum	1.082	537	-0.149	0.178	0.403100803913716	0.509179962838378
Cases	NA	4	CA1	H1_gamma_dosage*stratum	1.072	372	0.045	0.212	0.830204613850215	0.866300466626311
All	Older	1	CA2	H1_gamma_dosage	1.064	226	-0.116	0.139	0.407355390662239	0.724993300558683
All	Younger	1	CA2	H1_gamma_dosage	1.042	232	0.281	0.145	0.0550597817963161	0.288777191140756
Cases	Older	1	CA2	H1_gamma_dosage	1.035	173	-0.12	0.159	0.45223405010424	0.724993300558683
Cases	Younger	1	CA2	H1_gamma_dosage	1.045	140	0.202	0.178	0.260400995745403	0.543445556338232
All	Older	2	CA2	H1_gamma_dosage	1.05	192	-0.155	0.16	0.331861327771458	0.639923961854206
All	Younger	2	CA2	H1_gamma_dosage	1.052	200	0.285	0.165	0.0864132759748668	0.434610590535234
Cases	Older	2	CA2	H1_gamma_dosage	1.019	156	-0.096	0.173	0.579067274509919	0.817506740484592
Cases	Younger	2	CA2	H1_gamma_dosage	1.044	127	0.283	0.194	0.146919934436393	0.492741894406864
All	Older	3	CA2	H1_gamma_dosage*footyrs	1.05	192	0.03	0.028	0.276932105472363	0.770310507050536
All	Younger	3	CA2	H1_gamma_dosage*footyrs	1.052	200	-0.045	0.039	0.242075067492801	0.770310507050536
Cases	Older	3	CA2	H1_gamma_dosage*footyrs	1.019	156	0.019	0.035	0.58424886348785	0.897710894023
Cases	Younger	3	CA2	H1_gamma_dosage*footyrs	1.044	127	-0.062	0.043	0.150746749479676	0.770310507050536
All	NA	4	CA2	H1_gamma_dosage*stratum	1.082	537	-0.303	0.177	0.0884872951936277	0.215731438711417
Cases	NA	4	CA2	H1_gamma_dosage*stratum	1.072	372	-0.091	0.207	0.661407232615287	0.72153516285304
All	Older	1	CA4	H1_gamma_dosage	1.064	226	-0.257	0.142	0.072194297785189	0.288777191140756
All	Younger	1	CA4	H1_gamma_dosage	1.042	232	0.394	0.147	0.00807782847251071	0.201347793020467
Cases	Older	1	CA4	H1_gamma_dosage	1.035	173	-0.27	0.165	0.104065970771152	0.333011106467686
Cases	Younger	1	CA4	H1_gamma_dosage	1.045	140	0.308	0.178	0.0853961370351959	0.315308813668416
All	Older	2	CA4	H1_gamma_dosage	1.05	192	-0.27	0.163	0.100682237484843	0.434610590535234
All	Younger	2	CA4	H1_gamma_dosage	1.052	200	0.421	0.166	0.0122600986411352	0.434610590535234
Cases	Older	2	CA4	H1_gamma_dosage	1.019	156	-0.204	0.179	0.256093566784216	0.585356724078208
Cases	Younger	2	CA4	H1_gamma_dosage	1.044	127	0.354	0.196	0.0736184453129873	0.434610590535234
All	Older	3	CA4	H1_gamma_dosage*footyrs	1.05	192	0.062	0.029	0.0354552380249344	0.770310507050536
All	Younger	3	CA4	H1_gamma_dosage*footyrs	1.052	200	-0.004	0.038	0.925789821628477	0.946433160403819
Cases	Older	3	CA4	H1_gamma_dosage*footyrs	1.019	156	0.039	0.036	0.27211494510419	0.770310507050536
Cases	Younger	3	CA4	H1_gamma_dosage*footyrs	1.044	127	-0.009	0.042	0.825354877943514	0.946433160403819
All	NA	4	CA4	H1_gamma_dosage*stratum	1.082	537	-0.466	0.181	0.0103640321621452	0.146875195689046
Cases	NA	4	CA4	H1_gamma_dosage*stratum	1.072	372	-0.224	0.214	0.296322578744793	0.459803529407217
All	Older	1	entorhinal	H1_gamma_dosage	1.064	226	-0.294	0.152	0.0543188763483731	0.288777191140756
All	Younger	1	entorhinal	H1_gamma_dosage	1.042	232	0.109	0.145	0.453120812849177	0.724993300558683
Cases	Older	1	entorhinal	H1_gamma_dosage	1.035	173	-0.334	0.18	0.0662413554977759	0.288777191140756
Cases	Younger	1	entorhinal	H1_gamma_dosage	1.045	140	0.003	0.185	0.987008924707626	0.987008924707626
All	Older	2	entorhinal	H1_gamma_dosage	1.05	192	-0.269	0.17	0.115481805708776	0.434610590535234
All	Younger	2	entorhinal	H1_gamma_dosage	1.052	200	0.132	0.165	0.425449632223024	0.704192494713971
Cases	Older	2	entorhinal	H1_gamma_dosage	1.019	156	-0.261	0.19	0.172192076735239	0.516576230205717
Cases	Younger	2	entorhinal	H1_gamma_dosage	1.044	127	0.132	0.201	0.513271812055963	0.794743450925362
All	Older	3	entorhinal	H1_gamma_dosage*footyrs	1.05	192	0.026	0.03	0.385155253525268	0.770310507050536
All	Younger	3	entorhinal	H1_gamma_dosage*footyrs	1.052	200	-0.011	0.037	0.777434717527575	0.946433160403819
Cases	Older	3	entorhinal	H1_gamma_dosage*footyrs	1.019	156	-0.005	0.04	0.909412565666138	0.946433160403819
Cases	Younger	3	entorhinal	H1_gamma_dosage*footyrs	1.044	127	-0.017	0.041	0.679938689370263	0.897710894023
All	NA	4	entorhinal	H1_gamma_dosage*stratum	1.082	537	-0.394	0.184	0.0326982496690604	0.160402550724059
Cases	NA	4	entorhinal	H1_gamma_dosage*stratum	1.072	372	-0.218	0.223	0.329042307597678	0.459803529407217
All	Older	1	inforbfront	H1_gamma_dosage	1.064	226	-0.228	0.143	0.112282851703788	0.336848555111364
All	Younger	1	inforbfront	H1_gamma_dosage	1.042	232	0.08	0.14	0.5648540006404	0.753185689409955
Cases	Older	1	inforbfront	H1_gamma_dosage	1.035	173	-0.251	0.165	0.129100886821063	0.344269031522835
Cases	Younger	1	inforbfront	H1_gamma_dosage	1.045	140	-0.011	0.166	0.945936115621956	0.986506527685177
All	Older	2	inforbfront	H1_gamma_dosage	1.05	192	-0.255	0.162	0.117707034936626	0.434610590535234
All	Younger	2	inforbfront	H1_gamma_dosage	1.052	200	-0.069	0.153	0.652682718729634	0.866666591922415
Cases	Older	2	inforbfront	H1_gamma_dosage	1.019	156	-0.19	0.177	0.284620080434669	0.593989733081048
Cases	Younger	2	inforbfront	H1_gamma_dosage	1.044	127	-0.124	0.176	0.483418936752801	0.773470298804482
All	Older	3	inforbfront	H1_gamma_dosage*footyrs	1.05	192	0.028	0.029	0.343511871081021	0.770310507050536
All	Younger	3	inforbfront	H1_gamma_dosage*footyrs	1.052	200	0.015	0.032	0.648956401758609	0.897710894023
Cases	Older	3	inforbfront	H1_gamma_dosage*footyrs	1.019	156	-0.009	0.035	0.80271817200959	0.946433160403819
Cases	Younger	3	inforbfront	H1_gamma_dosage*footyrs	1.044	127	0.024	0.036	0.507599441982788	0.867011667046872
All	NA	4	inforbfront	H1_gamma_dosage*stratum	1.082	537	-0.307	0.18	0.0898880994630904	0.215731438711417
Cases	NA	4	inforbfront	H1_gamma_dosage*stratum	1.072	372	-0.167	0.213	0.434446596490217	0.52133591578826
All	Older	1	infpar	H1_gamma_dosage	1.064	226	-0.263	0.141	0.0641449217972254	0.288777191140756
All	Younger	1	infpar	H1_gamma_dosage	1.042	232	0.093	0.139	0.506294620419392	0.736428538791843
Cases	Older	1	infpar	H1_gamma_dosage	1.035	173	-0.267	0.16	0.0977792959740644	0.333011106467686
Cases	Younger	1	infpar	H1_gamma_dosage	1.045	140	0.033	0.166	0.843663607520697	0.981155591851469
All	Older	2	infpar	H1_gamma_dosage	1.05	192	-0.253	0.158	0.111961209354437	0.434610590535234
All	Younger	2	infpar	H1_gamma_dosage	1.052	200	0.007	0.151	0.965511419780228	0.965511419780228
Cases	Older	2	infpar	H1_gamma_dosage	1.019	156	-0.214	0.172	0.214834305253779	0.585356724078208
Cases	Younger	2	infpar	H1_gamma_dosage	1.044	127	0.016	0.173	0.927055109906424	0.954874196429361
All	Older	3	infpar	H1_gamma_dosage*footyrs	1.05	192	0.039	0.028	0.160032707984964	0.770310507050536
All	Younger	3	infpar	H1_gamma_dosage*footyrs	1.052	200	0.001	0.032	0.983593879158894	0.983593879158894
Cases	Older	3	infpar	H1_gamma_dosage*footyrs	1.019	156	0.031	0.034	0.354962034265032	0.770310507050536
Cases	Younger	3	infpar	H1_gamma_dosage*footyrs	1.044	127	-0.005	0.035	0.878503670692015	0.946433160403819
All	NA	4	infpar	H1_gamma_dosage*stratum	1.082	537	-0.385	0.18	0.0334171980675122	0.160402550724059
Cases	NA	4	infpar	H1_gamma_dosage*stratum	1.072	372	-0.269	0.211	0.204310739463099	0.377189057470337
All	Older	1	loccoer	H1_gamma_dosage	1.064	226	-0.007	0.155	0.965954308358403	0.986506527685177
All	Younger	1	loccoer	H1_gamma_dosage	1.042	232	0.105	0.149	0.482934477491109	0.736428538791843
Cases	Older	1	loccoer	H1_gamma_dosage	1.035	173	-0.098	0.176	0.58058063558684	0.753185689409955
Cases	Younger	1	loccoer	H1_gamma_dosage	1.045	140	0.115	0.202	0.570308263089796	0.753185689409955
All	Older	2	loccoer	H1_gamma_dosage	1.05	192	0.038	0.173	0.824363979880337	0.954874196429361
All	Younger	2	loccoer	H1_gamma_dosage	1.052	200	0.021	0.16	0.894512855508385	0.954874196429361
Cases	Older	2	loccoer	H1_gamma_dosage	1.019	156	-0.03	0.185	0.870443209770983	0.954874196429361
Cases	Younger	2	loccoer	H1_gamma_dosage	1.044	127	0.092	0.213	0.668055497940195	0.866666591922415
All	Older	3	loccoer	H1_gamma_dosage*footyrs	1.05	192	0.044	0.032	0.18189557241227	0.770310507050536
All	Younger	3	loccoer	H1_gamma_dosage*footyrs	1.052	200	-0.013	0.033	0.688987149983704	0.897710894023
Cases	Older	3	loccoer	H1_gamma_dosage*footyrs	1.019	156	0.047	0.038	0.226003781191784	0.770310507050536
Cases	Younger	3	loccoer	H1_gamma_dosage*footyrs	1.044	127	-0.03	0.039	0.444381668054878	0.853212802665366
All	NA	4	loccoer	H1_gamma_dosage*stratum	1.082	537	-0.21	0.191	0.272889359489678	0.459803529407217
Cases	NA	4	loccoer	H1_gamma_dosage*stratum	1.072	372	-0.23	0.243	0.344852647055413	0.459803529407217
All	Older	1	midfront	H1_gamma_dosage	1.064	226	-0.287	0.147	0.0518516709281802	0.288777191140756
All	Younger	1	midfront	H1_gamma_dosage	1.042	232	-0.02	0.134	0.878951884366941	0.981155591851469
Cases	Older	1	midfront	H1_gamma_dosage	1.035	173	-0.335	0.168	0.0484198543448557	0.288777191140756
Cases	Younger	1	midfront	H1_gamma_dosage	1.045	140	-0.01	0.164	0.95027178515686	0.986506527685177
All	Older	2	midfront	H1_gamma_dosage	1.05	192	-0.276	0.168	0.101191780100173	0.434610590535234
All	Younger	2	midfront	H1_gamma_dosage	1.052	200	-0.144	0.148	0.333293730132399	0.639923961854206
Cases	Older	2	midfront	H1_gamma_dosage	1.019	156	-0.259	0.181	0.153981842002145	0.492741894406864
Cases	Younger	2	midfront	H1_gamma_dosage	1.044	127	-0.048	0.174	0.781542917692682	0.937851501231218
All	Older	3	midfront	H1_gamma_dosage*footyrs	1.05	192	0.004	0.03	0.884066729016049	0.946433160403819
All	Younger	3	midfront	H1_gamma_dosage*footyrs	1.052	200	-0.016	0.032	0.6323613300173	0.897710894023
Cases	Older	3	midfront	H1_gamma_dosage*footyrs	1.019	156	-0.046	0.036	0.205743672678241	0.770310507050536
Cases	Younger	3	midfront	H1_gamma_dosage*footyrs	1.044	127	-0.019	0.036	0.601512264259955	0.897710894023
All	NA	4	midfront	H1_gamma_dosage*stratum	1.082	537	-0.331	0.179	0.0649007767678784	0.194702330303635
Cases	NA	4	midfront	H1_gamma_dosage*stratum	1.072	372	-0.206	0.213	0.334032626492217	0.459803529407217
All	Older	1	suptemp	H1_gamma_dosage	1.064	226	-0.283	0.148	0.0564048290586463	0.288777191140756
All	Younger	1	suptemp	H1_gamma_dosage	1.042	232	0.104	0.135	0.438471272626948	0.724993300558683
Cases	Older	1	suptemp	H1_gamma_dosage	1.035	173	-0.402	0.172	0.0205561682848638	0.246674019418366
Cases	Younger	1	suptemp	H1_gamma_dosage	1.045	140	0.081	0.165	0.625729489208494	0.790395144263361
All	Older	2	suptemp	H1_gamma_dosage	1.05	192	-0.329	0.168	0.0521429933269735	0.434610590535234
All	Younger	2	suptemp	H1_gamma_dosage	1.052	200	0.02	0.147	0.891099681526216	0.954874196429361
Cases	Older	2	suptemp	H1_gamma_dosage	1.019	156	-0.33	0.185	0.0770263497430184	0.434610590535234
Cases	Younger	2	suptemp	H1_gamma_dosage	1.044	127	0.058	0.173	0.738315320899948	0.932608826399934
All	Older	3	suptemp	H1_gamma_dosage*footyrs	1.05	192	0.056	0.03	0.0657686369088801	0.770310507050536
All	Younger	3	suptemp	H1_gamma_dosage*footyrs	1.052	200	-0.019	0.03	0.535153553853018	0.867011667046872
Cases	Older	3	suptemp	H1_gamma_dosage*footyrs	1.019	156	0.023	0.037	0.541882291904295	0.867011667046872
Cases	Younger	3	suptemp	H1_gamma_dosage*footyrs	1.044	127	-0.022	0.034	0.514751374743931	0.867011667046872
All	NA	4	suptemp	H1_gamma_dosage*stratum	1.082	537	-0.394	0.18	0.0293173454920428	0.160402550724059
Cases	NA	4	suptemp	H1_gamma_dosage*stratum	1.072	372	-0.349	0.214	0.103267727235205	0.225311404876811
All	Older	1	CTEstage	H1_gamma_dosage	1.064	226	-0.369	0.143	0.0104515932673936	0.201347793020467
All	Younger	1	CTEstage	H1_gamma_dosage	1.04	231	-0.023	0.129	0.858733413304225	0.981155591851469
Cases	Older	1	CTEstage	H1_gamma_dosage	1.035	173	-0.442	0.175	0.0125842370637792	0.201347793020467
Cases	Younger	1	CTEstage	H1_gamma_dosage	1.042	139	0.043	0.171	0.801601205933999	0.981155591851469
All	Older	2	CTEstage	H1_gamma_dosage	1.05	192	-0.327	0.166	0.0500955923335582	0.434610590535234
All	Younger	2	CTEstage	H1_gamma_dosage	1.052	200	-0.042	0.143	0.767244608647595	0.937851501231218
Cases	Older	2	CTEstage	H1_gamma_dosage	1.019	156	-0.317	0.187	0.091103707015844	0.434610590535234
Cases	Younger	2	CTEstage	H1_gamma_dosage	1.044	127	0.016	0.181	0.929334873777993	0.954874196429361
All	Older	3	CTEstage	H1_gamma_dosage*footyrs	1.05	192	0.014	0.034	0.691985480809396	0.897710894023
All	Younger	3	CTEstage	H1_gamma_dosage*footyrs	1.052	200	-0.042	0.031	0.173089582161021	0.770310507050536
Cases	Older	3	CTEstage	H1_gamma_dosage*footyrs	1.019	156	-0.037	0.041	0.367976636637671	0.770310507050536
Cases	Younger	3	CTEstage	H1_gamma_dosage*footyrs	1.044	127	-0.026	0.037	0.471298443463845	0.867011667046872
All	NA	4	CTEstage	H1_gamma_dosage*stratum	1.082	536	-0.444	0.177	0.0122395996407538	0.146875195689046
Cases	NA	4	CTEstage	H1_gamma_dosage*stratum	1.071	371	-0.399	0.215	0.0647142332418866	0.194702330303635
All	Older	1	subnigra	H1_gamma_dosage	1.064	226	-0.089	0.142	0.533955526163993	0.753185689409955
All	Younger	1	subnigra	H1_gamma_dosage	1.042	232	0.192	0.143	0.17975238303725	0.4314057192894
Cases	Older	1	subnigra	H1_gamma_dosage	1.035	173	-0.02	0.161	0.902868531237703	0.984947488622949
Cases	Younger	1	subnigra	H1_gamma_dosage	1.045	140	0.205	0.174	0.243331258771028	0.530904564591334
All	Older	2	subnigra	H1_gamma_dosage	1.05	192	-0.073	0.161	0.650403352867585	0.866666591922415
All	Younger	2	subnigra	H1_gamma_dosage	1.052	200	0.092	0.157	0.560104056544418	0.817506740484592
Cases	Older	2	subnigra	H1_gamma_dosage	1.019	156	0.014	0.176	0.934980984003749	0.954874196429361
Cases	Younger	2	subnigra	H1_gamma_dosage	1.044	127	0.203	0.187	0.278453834525444	0.593989733081048
All	Older	3	subnigra	H1_gamma_dosage*footyrs	1.05	192	0.036	0.029	0.217336639914419	0.770310507050536
All	Younger	3	subnigra	H1_gamma_dosage*footyrs	1.052	200	-0.031	0.034	0.361712691532872	0.770310507050536
Cases	Older	3	subnigra	H1_gamma_dosage*footyrs	1.019	156	0.003	0.035	0.926715802895406	0.946433160403819
Cases	Younger	3	subnigra	H1_gamma_dosage*footyrs	1.044	127	-0.036	0.039	0.356303093576632	0.770310507050536
All	NA	4	subnigra	H1_gamma_dosage*stratum	1.082	537	-0.246	0.181	0.175650168618829	0.351300337237658
Cases	NA	4	subnigra	H1_gamma_dosage*stratum	1.072	372	-0.034	0.214	0.873264563462812	0.873264563462812
