Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	Younger	2	CA2	H1B2G1	0.246	124	0.773	0.355	0.0318000884775596	0.178477548388271
All	Older	3	CA2	H1B2G1*footyrs	0.277	188	-0.003	0.039	0.938296449505079	0.958260203749868
All	Younger	3	CA2	H1B2G1*footyrs	0.295	195	0.094	0.063	0.142136570819755	0.517691707037507
Cases	Older	3	CA2	H1B2G1*footyrs	0.26	152	-0.038	0.051	0.45800109708759	0.694109754209171
Cases	Younger	3	CA2	H1B2G1*footyrs	0.246	124	0.007	0.08	0.929671406162057	0.958260203749868
All	NA	4	CA2	H1B2G1*stratum	0.255	526	-0.059	0.264	0.823679189596393	0.915793494476131
Cases	NA	4	CA2	H1B2G1*stratum	0.227	364	-0.515	0.344	0.135151113152521	0.650794468842758
All	Older	1	CA4	H1B2G1	0.279	222	-0.073	0.199	0.712198152681195	0.776943439288576
All	Younger	1	CA4	H1B2G1	0.287	225	0.243	0.23	0.292045902356922	0.584091804713844
Cases	Older	1	CA4	H1B2G1	0.26	169	0.169	0.244	0.489271025851045	0.723574415559741
Cases	Younger	1	CA4	H1B2G1	0.25	136	0.444	0.296	0.136578231057982	0.422498238701543
All	Older	2	CA4	H1B2G1	0.277	188	-0.019	0.222	0.932449657122574	0.952289011529437
All	Younger	2	CA4	H1B2G1	0.295	195	0.235	0.264	0.375840642099125	0.622081062784759
Cases	Older	2	CA4	H1B2G1	0.26	152	0.146	0.263	0.580290813224047	0.732998921967217
Cases	Younger	2	CA4	H1B2G1	0.246	124	0.489	0.328	0.139024680933815	0.314093501560715
All	Older	3	CA4	H1B2G1*footyrs	0.277	188	0.032	0.04	0.4200127653674	0.694109754209171
All	Younger	3	CA4	H1B2G1*footyrs	0.295	195	0.085	0.06	0.155100711740592	0.517691707037507
Cases	Older	3	CA4	H1B2G1*footyrs	0.26	152	0.013	0.053	0.809774354849415	0.883390205290271
Cases	Younger	3	CA4	H1B2G1*footyrs	0.246	124	0.025	0.071	0.729558250614542	0.825733547640393
All	NA	4	CA4	H1B2G1*stratum	0.255	526	-0.128	0.263	0.628097351642747	0.894091999639387
Cases	NA	4	CA4	H1B2G1*stratum	0.227	364	-0.501	0.346	0.148320090804171	0.650794468842758
All	Older	1	entorhinal	H1B2G1	0.279	222	-0.065	0.215	0.763956825833303	0.780211226382948
All	Younger	1	entorhinal	H1B2G1	0.287	225	-0.221	0.217	0.309402094047484	0.594052020571169
Cases	Older	1	entorhinal	H1B2G1	0.26	169	-0.111	0.276	0.687627933653405	0.776943439288576
Cases	Younger	1	entorhinal	H1B2G1	0.25	136	0.281	0.308	0.362234503320763	0.620973434264165
All	Older	2	entorhinal	H1B2G1	0.277	188	-0.14	0.246	0.570997072323384	0.732998921967217
All	Younger	2	entorhinal	H1B2G1	0.295	195	-0.3	0.243	0.21854032231345	0.419597418841824
Cases	Older	2	entorhinal	H1B2G1	0.26	152	-0.156	0.295	0.598268614985222	0.736330603058735
Cases	Younger	2	entorhinal	H1B2G1	0.246	124	0.369	0.337	0.27545844677856	0.508538670975803
All	Older	3	entorhinal	H1B2G1*footyrs	0.277	188	0.028	0.047	0.558053380488218	0.765330350383842
All	Younger	3	entorhinal	H1B2G1*footyrs	0.295	195	0.101	0.055	0.0693287908735729	0.46768264303257
Cases	Older	3	entorhinal	H1B2G1*footyrs	0.26	152	0.02	0.061	0.739719636427852	0.825733547640393
Cases	Younger	3	entorhinal	H1B2G1*footyrs	0.246	124	0.069	0.076	0.369521499847095	0.694109754209171
All	NA	4	entorhinal	H1B2G1*stratum	0.255	526	0.287	0.271	0.289458238247446	0.753173129517319
Cases	NA	4	entorhinal	H1B2G1*stratum	0.227	364	-0.141	0.356	0.692340014657575	0.894091999639387
All	Older	1	inforbfront	H1B2G1	0.279	222	-0.302	0.204	0.140953199994428	0.422498238701543
All	Younger	1	inforbfront	H1B2G1	0.287	225	-0.366	0.219	0.0963532114126335	0.422498238701543
Cases	Older	1	inforbfront	H1B2G1	0.26	169	-0.356	0.246	0.149634792873463	0.422498238701543
Cases	Younger	1	inforbfront	H1B2G1	0.25	136	-0.143	0.293	0.627083539121956	0.776943439288576
All	Older	2	inforbfront	H1B2G1	0.277	188	-0.493	0.231	0.0342708593585384	0.178477548388271
All	Younger	2	inforbfront	H1B2G1	0.295	195	-0.519	0.244	0.0347871180798283	0.178477548388271
Cases	Older	2	inforbfront	H1B2G1	0.26	152	-0.399	0.271	0.143959521548661	0.314093501560715
Cases	Younger	2	inforbfront	H1B2G1	0.246	124	-0.193	0.317	0.543864657569637	0.732998921967217
All	Older	3	inforbfront	H1B2G1*footyrs	0.277	188	0.052	0.04	0.194134390139065	0.517691707037507
All	Younger	3	inforbfront	H1B2G1*footyrs	0.295	195	0.033	0.048	0.496331371678931	0.720854880826063
Cases	Older	3	inforbfront	H1B2G1*footyrs	0.26	152	0.08	0.051	0.120397201836612	0.517691707037507
Cases	Younger	3	inforbfront	H1B2G1*footyrs	0.246	124	0	0.064	0.99511285245372	0.99511285245372
All	NA	4	inforbfront	H1B2G1*stratum	0.255	526	0.155	0.262	0.554995895054413	0.894091999639387
Cases	NA	4	inforbfront	H1B2G1*stratum	0.227	364	-0.071	0.34	0.835557328758456	0.915793494476131
All	Older	1	infpar	H1B2G1	0.279	222	-0.185	0.203	0.362023876033573	0.620973434264165
All	Younger	1	infpar	H1B2G1	0.287	225	-0.39	0.221	0.0792925383405534	0.422498238701543
Cases	Older	1	infpar	H1B2G1	0.26	169	-0.295	0.247	0.234526135193732	0.511693385877233
Cases	Younger	1	infpar	H1B2G1	0.25	136	-0.188	0.286	0.51253187768815	0.723574415559741
All	Older	2	infpar	H1B2G1	0.277	188	-0.339	0.23	0.142612871476635	0.314093501560715
All	Younger	2	infpar	H1B2G1	0.295	195	-0.517	0.244	0.0354001323968367	0.178477548388271
Cases	Older	2	infpar	H1B2G1	0.26	152	-0.477	0.274	0.0840622346263986	0.252186703879196
Cases	Younger	2	infpar	H1B2G1	0.246	124	-0.126	0.305	0.68126228100404	0.797575353370583
All	Older	3	infpar	H1B2G1*footyrs	0.277	188	0.051	0.042	0.225987224510057	0.570915093499091
All	Younger	3	infpar	H1B2G1*footyrs	0.295	195	0.088	0.051	0.0876904955686069	0.46768264303257
Cases	Older	3	infpar	H1B2G1*footyrs	0.26	152	0.096	0.055	0.0819878070320654	0.46768264303257
Cases	Younger	3	infpar	H1B2G1*footyrs	0.246	124	0.048	0.065	0.462739836139447	0.694109754209171
All	NA	4	infpar	H1B2G1*stratum	0.255	526	0.249	0.264	0.345204351028771	0.753173129517319
Cases	NA	4	infpar	H1B2G1*stratum	0.227	364	0.059	0.331	0.859030823750131	0.915793494476131
All	Older	1	loccoer	H1B2G1	0.279	222	0.068	0.214	0.750441417232997	0.780211226382948
All	Younger	1	loccoer	H1B2G1	0.287	225	0.17	0.213	0.42584774309559	0.704851436847873
Cases	Older	1	loccoer	H1B2G1	0.26	169	0.18	0.271	0.507542428800824	0.723574415559741
Cases	Younger	1	loccoer	H1B2G1	0.25	136	0.827	0.322	0.0114837780192898	0.391334070110815
All	Older	2	loccoer	H1B2G1	0.277	188	-0.194	0.238	0.417824594540173	0.668519351264277
All	Younger	2	loccoer	H1B2G1	0.295	195	0.112	0.235	0.633063914403261	0.759676697283913
Cases	Older	2	loccoer	H1B2G1	0.26	152	0.034	0.297	0.910199010723462	0.952289011529437
Cases	Younger	2	loccoer	H1B2G1	0.246	124	0.942	0.35	0.00836214391492085	0.178477548388271
All	Older	3	loccoer	H1B2G1*footyrs	0.277	188	0.058	0.044	0.191634761170573	0.517691707037507
All	Younger	3	loccoer	H1B2G1*footyrs	0.295	195	0.039	0.048	0.420887258537629	0.694109754209171
Cases	Older	3	loccoer	H1B2G1*footyrs	0.26	152	0.044	0.058	0.444394365940448	0.694109754209171
Cases	Younger	3	loccoer	H1B2G1*footyrs	0.246	124	0.032	0.078	0.680188667951809	0.796318440528947
All	NA	4	loccoer	H1B2G1*stratum	0.255	526	-0.102	0.272	0.707822833047848	0.894091999639387
Cases	NA	4	loccoer	H1B2G1*stratum	0.227	364	-0.641	0.363	0.0784573194971676	0.650794468842758
All	Older	1	midfront	H1B2G1	0.279	222	-0.262	0.204	0.201415446572022	0.471491970038667
All	Younger	1	midfront	H1B2G1	0.287	225	-0.289	0.206	0.162625079268659	0.433666878049757
Cases	Older	1	midfront	H1B2G1	0.26	169	-0.434	0.254	0.0895566279528708	0.422498238701543
Cases	Younger	1	midfront	H1B2G1	0.25	136	0.22	0.29	0.450077039478609	0.720123263165774
All	Older	2	midfront	H1B2G1	0.277	188	-0.434	0.236	0.0677997168661646	0.216959093971727
All	Younger	2	midfront	H1B2G1	0.295	195	-0.447	0.227	0.0505501637444397	0.184053258651514
Cases	Older	2	midfront	H1B2G1	0.26	152	-0.568	0.28	0.0446193870970677	0.178477548388271
Cases	Younger	2	midfront	H1B2G1	0.246	124	0.103	0.309	0.739262759575118	0.825223545572225
All	Older	3	midfront	H1B2G1*footyrs	0.277	188	0.028	0.042	0.510605540585128	0.720854880826063
All	Younger	3	midfront	H1B2G1*footyrs	0.295	195	0.036	0.048	0.451605990679951	0.694109754209171
Cases	Older	3	midfront	H1B2G1*footyrs	0.26	152	0.083	0.055	0.135246602141184	0.517691707037507
Cases	Younger	3	midfront	H1B2G1*footyrs	0.246	124	-0.068	0.069	0.330183148160538	0.689077874421992
All	NA	4	midfront	H1B2G1*stratum	0.255	526	0.136	0.263	0.605446145092225	0.894091999639387
Cases	NA	4	midfront	H1B2G1*stratum	0.227	364	-0.336	0.34	0.324320052345641	0.753173129517319
All	Older	1	suptemp	H1B2G1	0.279	222	-0.412	0.206	0.0467140559175734	0.422498238701543
All	Younger	1	suptemp	H1B2G1	0.287	225	-0.311	0.215	0.149617578816942	0.422498238701543
Cases	Older	1	suptemp	H1B2G1	0.26	169	-0.552	0.253	0.0302846944676272	0.391334070110815
Cases	Younger	1	suptemp	H1B2G1	0.25	136	0.125	0.299	0.676052292663913	0.776943439288576
All	Older	2	suptemp	H1B2G1	0.277	188	-0.568	0.231	0.0151454940408446	0.178477548388271
All	Younger	2	suptemp	H1B2G1	0.295	195	-0.462	0.238	0.0536822004400248	0.184053258651514
Cases	Older	2	suptemp	H1B2G1	0.26	152	-0.58	0.272	0.0349273806093073	0.178477548388271
Cases	Younger	2	suptemp	H1B2G1	0.246	124	-0.007	0.322	0.982586556697614	0.982586556697614
All	Older	3	suptemp	H1B2G1*footyrs	0.277	188	0.032	0.042	0.452660562660238	0.694109754209171
All	Younger	3	suptemp	H1B2G1*footyrs	0.295	195	0.055	0.049	0.257434136290206	0.617841927096494
Cases	Older	3	suptemp	H1B2G1*footyrs	0.26	152	0.082	0.054	0.133860826011902	0.517691707037507
Cases	Younger	3	suptemp	H1B2G1*footyrs	0.246	124	0.065	0.067	0.32965414922181	0.689077874421992
All	NA	4	suptemp	H1B2G1*stratum	0.255	526	0.101	0.264	0.702175359353984	0.894091999639387
Cases	NA	4	suptemp	H1B2G1*stratum	0.227	364	-0.336	0.342	0.326858552268691	0.753173129517319
All	Older	1	CTEstage	H1B2G1	0.279	222	-0.461	0.199	0.0214397721739041	0.391334070110815
All	Younger	1	CTEstage	H1B2G1	0.288	224	-0.116	0.208	0.576812232780942	0.764940760747454
Cases	Older	1	CTEstage	H1B2G1	0.26	169	-0.45	0.251	0.0754889250270327	0.422498238701543
Cases	Younger	1	CTEstage	H1B2G1	0.252	135	0.38	0.296	0.201584337352371	0.471491970038667
All	Older	2	CTEstage	H1B2G1	0.277	188	-0.562	0.23	0.0155752425512135	0.178477548388271
All	Younger	2	CTEstage	H1B2G1	0.295	195	-0.286	0.229	0.212581983449417	0.419597418841824
Cases	Older	2	CTEstage	H1B2G1	0.26	152	-0.571	0.281	0.0441710759422778	0.178477548388271
Cases	Younger	2	CTEstage	H1B2G1	0.246	124	0.332	0.32	0.301852356314329	0.536626411225474
All	Older	3	CTEstage	H1B2G1*footyrs	0.277	188	0.067	0.048	0.162930870101516	0.517691707037507
All	Younger	3	CTEstage	H1B2G1*footyrs	0.295	195	0.065	0.05	0.192779945490375	0.517691707037507
Cases	Older	3	CTEstage	H1B2G1*footyrs	0.26	152	0.032	0.058	0.581683132328418	0.775577509771224
Cases	Younger	3	CTEstage	H1B2G1*footyrs	0.246	124	-0.015	0.07	0.830337619707954	0.885693461021818
All	NA	4	CTEstage	H1B2G1*stratum	0.255	525	-0.189	0.262	0.471889847781659	0.871181257443063
Cases	NA	4	CTEstage	H1B2G1*stratum	0.227	363	-0.558	0.341	0.102773210458491	0.650794468842758
All	Older	1	subnigra	H1B2G1	0.279	222	-0.341	0.201	0.0907366787450297	0.422498238701543
All	Younger	1	subnigra	H1B2G1	0.287	225	0.07	0.22	0.749220739048174	0.780211226382948
Cases	Older	1	subnigra	H1B2G1	0.26	169	-0.281	0.247	0.257676880297487	0.537760445838234
Cases	Younger	1	subnigra	H1B2G1	0.25	136	0.47	0.293	0.111810965772709	0.422498238701543
All	Older	2	subnigra	H1B2G1	0.277	188	-0.477	0.222	0.0330598733115994	0.178477548388271
All	Younger	2	subnigra	H1B2G1	0.295	195	-0.152	0.24	0.527035005091699	0.732998921967217
Cases	Older	2	subnigra	H1B2G1	0.26	152	-0.254	0.262	0.33541250571152	0.574992866934034
Cases	Younger	2	subnigra	H1B2G1	0.246	124	0.433	0.315	0.172122028965624	0.359211190884781
All	Older	3	subnigra	H1B2G1*footyrs	0.277	188	0.095	0.042	0.0235207599071414	0.46768264303257
All	Younger	3	subnigra	H1B2G1*footyrs	0.295	195	0.151	0.056	0.0073204002934959	0.351379214087803
Cases	Older	3	subnigra	H1B2G1*footyrs	0.26	152	0.102	0.052	0.0539784239749919	0.46768264303257
Cases	Younger	3	subnigra	H1B2G1*footyrs	0.246	124	0.141	0.069	0.0440484298994925	0.46768264303257
All	NA	4	subnigra	H1B2G1*stratum	0.255	526	-0.216	0.261	0.408061488816767	0.816122977633534
Cases	NA	4	subnigra	H1B2G1*stratum	0.227	364	-0.439	0.334	0.189815053412471	0.650794468842758
