Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	NA	4	CA2	H1B1G1*stratum	0.441	364	0.019	0.292	0.947539031110228	0.995022174909403
All	Older	1	CA4	H1B1G1	0.405	222	0.27	0.195	0.166606841608963	0.29902609313839
All	Younger	1	CA4	H1B1G1	0.369	225	0.378	0.216	0.0824822873640905	0.293884166374395
Cases	Older	1	CA4	H1B1G1	0.411	169	0.185	0.236	0.43467587703022	0.521611052436264
Cases	Younger	1	CA4	H1B1G1	0.408	136	0.603	0.26	0.022304610072035	0.161486285349749
All	Older	2	CA4	H1B1G1	0.418	188	0.163	0.213	0.447195817480797	0.596261089974396
All	Younger	2	CA4	H1B1G1	0.372	195	0.376	0.236	0.113909534910676	0.249380601912205
Cases	Older	2	CA4	H1B1G1	0.421	152	0.126	0.249	0.612715548934954	0.716509888370381
Cases	Younger	2	CA4	H1B1G1	0.411	124	0.561	0.271	0.0411362712153833	0.190489757319324
All	Older	3	CA4	H1B1G1*footyrs	0.418	188	0.064	0.043	0.135987787459968	0.705948405524653
All	Younger	3	CA4	H1B1G1*footyrs	0.372	195	-0.027	0.049	0.580428913745064	0.981826483601454
Cases	Older	3	CA4	H1B1G1*footyrs	0.421	152	0.102	0.055	0.0671191935861624	0.536953548689299
Cases	Younger	3	CA4	H1B1G1*footyrs	0.411	124	-0.029	0.057	0.617425773506008	0.981826483601454
All	NA	4	CA4	H1B1G1*stratum	0.415	526	-0.231	0.243	0.342594062332972	0.773755770793464
Cases	NA	4	CA4	H1B1G1*stratum	0.441	364	-0.322	0.299	0.283722549106819	0.773755770793464
All	Older	1	entorhinal	H1B1G1	0.405	222	0.172	0.204	0.401330172391621	0.493944827558918
All	Younger	1	entorhinal	H1B1G1	0.369	225	0.647	0.214	0.0028434498739518	0.0533831446451245
Cases	Older	1	entorhinal	H1B1G1	0.411	169	-0.005	0.252	0.983606366432176	0.983606366432176
Cases	Younger	1	entorhinal	H1B1G1	0.408	136	0.584	0.277	0.0372027218286193	0.210665369136134
All	Older	2	entorhinal	H1B1G1	0.418	188	0.075	0.223	0.737390214864083	0.769450658988608
All	Younger	2	entorhinal	H1B1G1	0.372	195	0.646	0.233	0.00605907088039781	0.096945134086365
Cases	Older	2	entorhinal	H1B1G1	0.421	152	-0.097	0.266	0.715507481448	0.769450658988608
Cases	Younger	2	entorhinal	H1B1G1	0.411	124	0.567	0.285	0.0488414665312318	0.190489757319324
All	Older	3	entorhinal	H1B1G1*footyrs	0.418	188	0.033	0.047	0.478112231664163	0.981826483601454
All	Younger	3	entorhinal	H1B1G1*footyrs	0.372	195	0.014	0.05	0.778741769467543	0.981826483601454
Cases	Older	3	entorhinal	H1B1G1*footyrs	0.421	152	0.126	0.06	0.0382040155401138	0.481077671125857
Cases	Younger	3	entorhinal	H1B1G1*footyrs	0.411	124	0.014	0.063	0.827272152781145	0.981826483601454
All	NA	4	entorhinal	H1B1G1*stratum	0.415	526	-0.426	0.251	0.0894010623386157	0.773755770793464
Cases	NA	4	entorhinal	H1B1G1*stratum	0.441	364	-0.333	0.313	0.28768868125853	0.773755770793464
All	Older	1	inforbfront	H1B1G1	0.405	222	0.256	0.19	0.179531754889015	0.29902609313839
All	Younger	1	inforbfront	H1B1G1	0.369	225	0.469	0.206	0.0235500832801718	0.161486285349749
Cases	Older	1	inforbfront	H1B1G1	0.411	169	0.285	0.227	0.211029497717581	0.316544246576371
Cases	Younger	1	inforbfront	H1B1G1	0.408	136	0.384	0.257	0.137381206209367	0.29902609313839
All	Older	2	inforbfront	H1B1G1	0.418	188	0.425	0.209	0.0434274422582313	0.190489757319324
All	Younger	2	inforbfront	H1B1G1	0.372	195	0.579	0.222	0.00995484165633487	0.119458099876018
Cases	Older	2	inforbfront	H1B1G1	0.421	152	0.313	0.243	0.200057338603523	0.355657490850708
Cases	Younger	2	inforbfront	H1B1G1	0.411	124	0.377	0.267	0.161589404174888	0.323178808349776
All	Older	3	inforbfront	H1B1G1*footyrs	0.418	188	0.053	0.041	0.201424387423822	0.705948405524653
All	Younger	3	inforbfront	H1B1G1*footyrs	0.372	195	-0.008	0.041	0.850678448142709	0.981826483601454
Cases	Older	3	inforbfront	H1B1G1*footyrs	0.421	152	0.062	0.051	0.220608876726454	0.705948405524653
Cases	Younger	3	inforbfront	H1B1G1*footyrs	0.411	124	-0.021	0.051	0.681328525314177	0.981826483601454
All	NA	4	inforbfront	H1B1G1*stratum	0.415	526	-0.341	0.24	0.156038657874694	0.773755770793464
Cases	NA	4	inforbfront	H1B1G1*stratum	0.441	364	-0.24	0.297	0.419117709179793	0.773755770793464
All	Older	1	infpar	H1B1G1	0.405	222	0.211	0.196	0.283625585805675	0.400412591725659
All	Younger	1	infpar	H1B1G1	0.369	225	0.656	0.211	0.0021636268719849	0.0533831446451245
Cases	Older	1	infpar	H1B1G1	0.411	169	0.321	0.238	0.180661597937777	0.29902609313839
Cases	Younger	1	infpar	H1B1G1	0.408	136	0.372	0.26	0.155061619369612	0.29902609313839
All	Older	2	infpar	H1B1G1	0.418	188	0.421	0.218	0.0547016150650816	0.190489757319324
All	Younger	2	infpar	H1B1G1	0.372	195	0.68	0.225	0.00291232195671554	0.069895726961173
Cases	Older	2	infpar	H1B1G1	0.421	152	0.439	0.258	0.0918890918910276	0.245037578376074
Cases	Younger	2	infpar	H1B1G1	0.411	124	0.346	0.267	0.197852766404633	0.355657490850708
All	Older	3	infpar	H1B1G1*footyrs	0.418	188	0.015	0.043	0.736033098935901	0.981826483601454
All	Younger	3	infpar	H1B1G1*footyrs	0.372	195	-0.055	0.043	0.201198760222787	0.705948405524653
Cases	Older	3	infpar	H1B1G1*footyrs	0.421	152	0.029	0.053	0.584505172345387	0.981826483601454
Cases	Younger	3	infpar	H1B1G1*footyrs	0.411	124	-0.011	0.052	0.84042545043472	0.981826483601454
All	NA	4	infpar	H1B1G1*stratum	0.415	526	-0.403	0.243	0.0974010447982923	0.773755770793464
Cases	NA	4	infpar	H1B1G1*stratum	0.441	364	-0.185	0.298	0.53420410333166	0.805057441104726
All	Older	1	loccoer	H1B1G1	0.405	222	0.099	0.202	0.625596929335218	0.682469377456601
All	Younger	1	loccoer	H1B1G1	0.369	225	0.19	0.204	0.35403081068203	0.471331825560547
Cases	Older	1	loccoer	H1B1G1	0.411	169	0.09	0.245	0.714338522044383	0.761961090180675
Cases	Younger	1	loccoer	H1B1G1	0.408	136	-0.174	0.278	0.533307893889912	0.609494735874185
All	Older	2	loccoer	H1B1G1	0.418	188	0.107	0.221	0.626946152324083	0.716509888370381
All	Younger	2	loccoer	H1B1G1	0.372	195	0.12	0.221	0.5898465765554	0.716509888370381
Cases	Older	2	loccoer	H1B1G1	0.421	152	0.047	0.255	0.854439719303437	0.854439719303437
Cases	Younger	2	loccoer	H1B1G1	0.411	124	-0.276	0.291	0.345539684577316	0.502603177567005
All	Older	3	loccoer	H1B1G1*footyrs	0.418	188	-0.018	0.046	0.691642241745349	0.981826483601454
All	Younger	3	loccoer	H1B1G1*footyrs	0.372	195	-0.067	0.046	0.148288811370733	0.705948405524653
Cases	Older	3	loccoer	H1B1G1*footyrs	0.421	152	-0.005	0.057	0.936018034819274	0.981826483601454
Cases	Younger	3	loccoer	H1B1G1*footyrs	0.411	124	-0.081	0.061	0.188744168119854	0.705948405524653
All	NA	4	loccoer	H1B1G1*stratum	0.415	526	-0.077	0.251	0.757938568000127	0.995022174909403
Cases	NA	4	loccoer	H1B1G1*stratum	0.441	364	0.283	0.32	0.377905155692924	0.773755770793464
All	Older	1	midfront	H1B1G1	0.405	222	0.299	0.198	0.132977412142326	0.29902609313839
All	Younger	1	midfront	H1B1G1	0.369	225	0.457	0.2	0.0234207977947922	0.161486285349749
Cases	Older	1	midfront	H1B1G1	0.411	169	0.386	0.243	0.113731070140233	0.29902609313839
Cases	Younger	1	midfront	H1B1G1	0.408	136	0.266	0.259	0.30605120657039	0.419727369010821
All	Older	2	midfront	H1B1G1	0.418	188	0.479	0.223	0.0329360362486977	0.190489757319324
All	Younger	2	midfront	H1B1G1	0.372	195	0.488	0.214	0.0234761972539841	0.190489757319324
Cases	Older	2	midfront	H1B1G1	0.421	152	0.413	0.26	0.114299442543094	0.249380601912205
Cases	Younger	2	midfront	H1B1G1	0.411	124	0.206	0.268	0.443260704135783	0.596261089974396
All	Older	3	midfront	H1B1G1*footyrs	0.418	188	0.07	0.046	0.125199390433624	0.705948405524653
All	Younger	3	midfront	H1B1G1*footyrs	0.372	195	0.034	0.045	0.460951997612619	0.981826483601454
Cases	Older	3	midfront	H1B1G1*footyrs	0.421	152	0.068	0.055	0.215985464590926	0.705948405524653
Cases	Younger	3	midfront	H1B1G1*footyrs	0.411	124	0.126	0.061	0.0406421082842336	0.481077671125857
All	NA	4	midfront	H1B1G1*stratum	0.415	526	-0.254	0.241	0.292351754979347	0.773755770793464
Cases	NA	4	midfront	H1B1G1*stratum	0.441	364	-0.048	0.299	0.871221169322488	0.995022174909403
All	Older	1	suptemp	H1B1G1	0.405	222	0.388	0.2	0.0532920802237873	0.255801985074179
All	Younger	1	suptemp	H1B1G1	0.369	225	0.613	0.206	0.00333644654032028	0.0533831446451245
Cases	Older	1	suptemp	H1B1G1	0.411	169	0.331	0.243	0.176306296657565	0.29902609313839
Cases	Younger	1	suptemp	H1B1G1	0.408	136	0.472	0.261	0.0729987771324332	0.291995108529733
All	Older	2	suptemp	H1B1G1	0.418	188	0.442	0.221	0.0465570678480713	0.190489757319324
All	Younger	2	suptemp	H1B1G1	0.372	195	0.715	0.223	0.00164399056702913	0.069895726961173
Cases	Older	2	suptemp	H1B1G1	0.421	152	0.273	0.255	0.286855253664279	0.458968405862846
Cases	Younger	2	suptemp	H1B1G1	0.411	124	0.528	0.273	0.0555595125514694	0.190489757319324
All	Older	3	suptemp	H1B1G1*footyrs	0.418	188	0.015	0.044	0.728049950009207	0.981826483601454
All	Younger	3	suptemp	H1B1G1*footyrs	0.372	195	-0.028	0.043	0.510198880275681	0.981826483601454
Cases	Older	3	suptemp	H1B1G1*footyrs	0.421	152	0.012	0.055	0.831375733649484	0.981826483601454
Cases	Younger	3	suptemp	H1B1G1*footyrs	0.411	124	-0.026	0.054	0.629145859061098	0.981826483601454
All	NA	4	suptemp	H1B1G1*stratum	0.415	526	-0.336	0.244	0.168672636649071	0.773755770793464
Cases	NA	4	suptemp	H1B1G1*stratum	0.441	364	-0.194	0.301	0.519808551081159	0.805057441104726
All	Older	1	CTEstage	H1B1G1	0.405	222	0.276	0.193	0.155550660015985	0.29902609313839
All	Younger	1	CTEstage	H1B1G1	0.368	224	0.407	0.197	0.0394997567130251	0.210665369136134
Cases	Older	1	CTEstage	H1B1G1	0.411	169	0.369	0.242	0.129761342676972	0.29902609313839
Cases	Younger	1	CTEstage	H1B1G1	0.407	135	0.435	0.264	0.102187459480994	0.29902609313839
All	Older	2	CTEstage	H1B1G1	0.418	188	0.208	0.219	0.343882319626176	0.502603177567005
All	Younger	2	CTEstage	H1B1G1	0.372	195	0.385	0.208	0.0653396239620032	0.20908679667841
Cases	Older	2	CTEstage	H1B1G1	0.421	152	0.558	0.271	0.0413024854565962	0.190489757319324
Cases	Younger	2	CTEstage	H1B1G1	0.411	124	0.36	0.272	0.188413440766903	0.355657490850708
All	Older	3	CTEstage	H1B1G1*footyrs	0.418	188	0.004	0.049	0.933857108120359	0.981826483601454
All	Younger	3	CTEstage	H1B1G1*footyrs	0.372	195	-0.084	0.042	0.0501122574089434	0.481077671125857
Cases	Older	3	CTEstage	H1B1G1*footyrs	0.421	152	0.078	0.062	0.211531334818191	0.705948405524653
Cases	Younger	3	CTEstage	H1B1G1*footyrs	0.411	124	-0.058	0.058	0.319487258882737	0.807125706651125
All	NA	4	CTEstage	H1B1G1*stratum	0.415	525	-0.23	0.242	0.343536334258711	0.773755770793464
Cases	NA	4	CTEstage	H1B1G1*stratum	0.441	363	-0.013	0.301	0.966469097138347	0.995022174909403
All	Older	1	subnigra	H1B1G1	0.405	222	0.322	0.186	0.0857162151925319	0.293884166374395
All	Younger	1	subnigra	H1B1G1	0.369	225	0.136	0.203	0.503781433815155	0.58979289812506
Cases	Older	1	subnigra	H1B1G1	0.411	169	0.301	0.221	0.176382859729706	0.29902609313839
Cases	Younger	1	subnigra	H1B1G1	0.408	136	-0.041	0.256	0.87286372314281	0.891435291720317
All	Older	2	subnigra	H1B1G1	0.418	188	0.354	0.203	0.0839054492668154	0.245037578376074
All	Younger	2	subnigra	H1B1G1	0.372	195	0.125	0.216	0.5648633670558	0.713511621544168
Cases	Older	2	subnigra	H1B1G1	0.421	152	0.241	0.232	0.299685390441357	0.464028991651133
Cases	Younger	2	subnigra	H1B1G1	0.411	124	-0.089	0.264	0.73640952678913	0.769450658988608
All	Older	3	subnigra	H1B1G1*footyrs	0.418	188	0.005	0.042	0.901359054443517	0.981826483601454
All	Younger	3	subnigra	H1B1G1*footyrs	0.372	195	-0.125	0.049	0.0112439020346327	0.269853648831185
Cases	Older	3	subnigra	H1B1G1*footyrs	0.421	152	0.051	0.051	0.319168248219375	0.807125706651125
Cases	Younger	3	subnigra	H1B1G1*footyrs	0.411	124	-0.175	0.061	0.00506287657910831	0.243018075797199
All	NA	4	subnigra	H1B1G1*stratum	0.415	526	-0.043	0.237	0.856051205095091	0.995022174909403
Cases	NA	4	subnigra	H1B1G1*stratum	0.441	364	0.064	0.29	0.825313138332719	0.995022174909403
