Subjects	Age	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	Older	2	CA2	H2A1G2	0.155	152	-0.265	0.326	0.417740500041454	0.646824000064187
Cases	Younger	2	CA2	H2A1G2	0.141	124	-0.996	0.388	0.011556959554138	0.13747842479226
All	Older	3	CA2	H2A1G2*footyrs	0.128	188	-0.005	0.053	0.932332147600981	0.990107757059418
All	Younger	3	CA2	H2A1G2*footyrs	0.126	195	0.013	0.088	0.878768920833489	0.990107757059418
Cases	Older	3	CA2	H2A1G2*footyrs	0.155	152	0.057	0.059	0.332712605637481	0.725918412299958
Cases	Younger	3	CA2	H2A1G2*footyrs	0.141	124	0.169	0.118	0.156229248747029	0.624916994988116
All	NA	4	CA2	H2A1G2*stratum	0.119	526	0.141	0.359	0.694251244444331	0.75736499393927
Cases	NA	4	CA2	H2A1G2*stratum	0.13	364	0.177	0.415	0.669647168962772	0.75736499393927
All	Older	1	CA4	H2A1G2	0.131	222	-0.137	0.277	0.619768048315223	0.762791444080275
All	Younger	1	CA4	H2A1G2	0.131	225	-0.861	0.303	0.00493092593477673	0.141641439243706
Cases	Older	1	CA4	H2A1G2	0.154	169	-0.146	0.315	0.642860929926141	0.771433115911369
Cases	Younger	1	CA4	H2A1G2	0.14	136	-0.886	0.354	0.0135810141755837	0.162972170107004
All	Older	2	CA4	H2A1G2	0.128	188	-0.131	0.332	0.692925031711224	0.816296951429356
All	Younger	2	CA4	H2A1G2	0.126	195	-0.924	0.347	0.00851978604430403	0.136316576708864
Cases	Older	2	CA4	H2A1G2	0.155	152	-0.194	0.354	0.585605703121493	0.759704695941396
Cases	Younger	2	CA4	H2A1G2	0.141	124	-0.933	0.375	0.0143206692491937	0.13747842479226
All	Older	3	CA4	H2A1G2*footyrs	0.128	188	-0.149	0.054	0.00668865620825354	0.32105549799617
All	Younger	3	CA4	H2A1G2*footyrs	0.126	195	-0.058	0.077	0.452539359081141	0.804514416144251
Cases	Older	3	CA4	H2A1G2*footyrs	0.155	152	-0.097	0.061	0.111996772968326	0.537584510247965
Cases	Younger	3	CA4	H2A1G2*footyrs	0.141	124	-0.041	0.088	0.642030534832942	0.933862596120643
All	NA	4	CA4	H2A1G2*stratum	0.119	526	0.495	0.363	0.173937134225574	0.418755641583104
Cases	NA	4	CA4	H2A1G2*stratum	0.13	364	0.491	0.424	0.24792043435988	0.441356727318995
All	Older	1	entorhinal	H2A1G2	0.131	222	0.254	0.289	0.380477919688719	0.553422428638137
All	Younger	1	entorhinal	H2A1G2	0.131	225	-0.503	0.292	0.08586318498502	0.29317815622911
Cases	Older	1	entorhinal	H2A1G2	0.154	169	0.539	0.347	0.123259923752636	0.313164715583572
Cases	Younger	1	entorhinal	H2A1G2	0.14	136	-0.673	0.363	0.0661650527964284	0.29317815622911
All	Older	2	entorhinal	H2A1G2	0.128	188	0.407	0.348	0.243171699347678	0.530556434940388
All	Younger	2	entorhinal	H2A1G2	0.126	195	-0.55	0.332	0.0998165486866553	0.361336369754935
Cases	Older	2	entorhinal	H2A1G2	0.155	152	0.484	0.371	0.194418083236896	0.46660339976855
Cases	Younger	2	entorhinal	H2A1G2	0.141	124	-0.887	0.388	0.0242336985229046	0.193869588183237
All	Older	3	entorhinal	H2A1G2*footyrs	0.128	188	-0.076	0.06	0.204334429649948	0.643509478568655
All	Younger	3	entorhinal	H2A1G2*footyrs	0.126	195	-0.128	0.073	0.0843234580331629	0.512636105268119
Cases	Older	3	entorhinal	H2A1G2*footyrs	0.155	152	-0.032	0.067	0.631809687024514	0.933862596120643
Cases	Younger	3	entorhinal	H2A1G2*footyrs	0.141	124	-0.102	0.089	0.254722501933426	0.643509478568655
All	NA	4	entorhinal	H2A1G2*stratum	0.119	526	0.468	0.37	0.20635926516367	0.418755641583104
Cases	NA	4	entorhinal	H2A1G2*stratum	0.13	364	0.608	0.447	0.174189965971949	0.418755641583104
All	Older	1	inforbfront	H2A1G2	0.131	222	0.284	0.267	0.288630278033931	0.45111955039311
All	Younger	1	inforbfront	H2A1G2	0.131	225	-0.1	0.283	0.725383838572963	0.829010101226243
Cases	Older	1	inforbfront	H2A1G2	0.154	169	0.393	0.312	0.210181421175981	0.360311007730253
Cases	Younger	1	inforbfront	H2A1G2	0.14	136	-0.254	0.347	0.465082273257701	0.637827117610561
All	Older	2	inforbfront	H2A1G2	0.128	188	0.228	0.31	0.462409004568796	0.693613506853194
All	Younger	2	inforbfront	H2A1G2	0.126	195	0.015	0.314	0.962207095310509	0.982679586700094
Cases	Older	2	inforbfront	H2A1G2	0.155	152	0.289	0.331	0.38498731331921	0.636614004919392
Cases	Younger	2	inforbfront	H2A1G2	0.141	124	-0.116	0.362	0.74827220547691	0.816296951429356
All	Older	3	inforbfront	H2A1G2*footyrs	0.128	188	-0.107	0.055	0.054016296037152	0.432130368297216
All	Younger	3	inforbfront	H2A1G2*footyrs	0.126	195	0.003	0.067	0.963954624885814	0.990107757059418
Cases	Older	3	inforbfront	H2A1G2*footyrs	0.155	152	-0.068	0.059	0.251784595036014	0.643509478568655
Cases	Younger	3	inforbfront	H2A1G2*footyrs	0.141	124	-0.008	0.082	0.921646302929805	0.990107757059418
All	NA	4	inforbfront	H2A1G2*stratum	0.119	526	0.374	0.361	0.301509410447186	0.452264115670779
Cases	NA	4	inforbfront	H2A1G2*stratum	0.13	364	0.554	0.441	0.209377820791552	0.418755641583104
All	Older	1	infpar	H2A1G2	0.131	222	0.489	0.27	0.0717864357269575	0.29317815622911
All	Younger	1	infpar	H2A1G2	0.131	225	-0.383	0.29	0.188880317815018	0.360311007730253
Cases	Older	1	infpar	H2A1G2	0.154	169	0.519	0.305	0.0916181738215969	0.29317815622911
Cases	Younger	1	infpar	H2A1G2	0.14	136	-0.377	0.356	0.291348042962217	0.45111955039311
All	Older	2	infpar	H2A1G2	0.128	188	0.413	0.312	0.188140584243683	0.46660339976855
All	Younger	2	infpar	H2A1G2	0.126	195	-0.227	0.323	0.4836933538438	0.703553969227345
Cases	Older	2	infpar	H2A1G2	0.155	152	0.469	0.33	0.158488587266087	0.46660339976855
Cases	Younger	2	infpar	H2A1G2	0.141	124	-0.33	0.374	0.379630169268255	0.636614004919392
All	Older	3	infpar	H2A1G2*footyrs	0.128	188	-0.12	0.056	0.0336155613965214	0.322709389406605
All	Younger	3	infpar	H2A1G2*footyrs	0.126	195	0.001	0.064	0.990107757059418	0.990107757059418
Cases	Older	3	infpar	H2A1G2*footyrs	0.155	152	-0.105	0.062	0.0936988933294538	0.512636105268119
Cases	Younger	3	infpar	H2A1G2*footyrs	0.141	124	-0.015	0.074	0.838202732228664	0.990107757059418
All	NA	4	infpar	H2A1G2*stratum	0.119	526	0.776	0.368	0.0352395582782892	0.292704317243117
Cases	NA	4	infpar	H2A1G2*stratum	0.13	364	0.867	0.438	0.0487840528738528	0.292704317243117
All	Older	1	loccoer	H2A1G2	0.131	222	-0.303	0.295	0.306902258446873	0.46035338767031
All	Younger	1	loccoer	H2A1G2	0.131	225	-0.424	0.284	0.137312379045383	0.313164715583572
Cases	Older	1	loccoer	H2A1G2	0.154	169	-0.143	0.337	0.673170601398639	0.78810216749109
Cases	Younger	1	loccoer	H2A1G2	0.14	136	-0.503	0.391	0.20245624327961	0.360311007730253
All	Older	2	loccoer	H2A1G2	0.128	188	-0.16	0.353	0.651977816995728	0.802434236302434
All	Younger	2	loccoer	H2A1G2	0.126	195	-0.269	0.314	0.393793227569995	0.636614004919392
Cases	Older	2	loccoer	H2A1G2	0.155	152	-0.129	0.378	0.733821180952758	0.816296951429356
Cases	Younger	2	loccoer	H2A1G2	0.141	124	-0.415	0.411	0.31622178094294	0.63244356188588
All	Older	3	loccoer	H2A1G2*footyrs	0.128	188	-0.049	0.06	0.42017634961201	0.804514416144251
All	Younger	3	loccoer	H2A1G2*footyrs	0.126	195	0.095	0.071	0.183696782126291	0.643509478568655
Cases	Older	3	loccoer	H2A1G2*footyrs	0.155	152	-0.026	0.063	0.679507681508449	0.959304962129575
Cases	Younger	3	loccoer	H2A1G2*footyrs	0.141	124	0.119	0.097	0.22314736064982	0.643509478568655
All	NA	4	loccoer	H2A1G2*stratum	0.119	526	0.189	0.39	0.629635232206647	0.75736499393927
Cases	NA	4	loccoer	H2A1G2*stratum	0.13	364	0.274	0.497	0.582760309815828	0.75736499393927
All	Older	1	midfront	H2A1G2	0.131	222	0.353	0.277	0.203775041170212	0.360311007730253
All	Younger	1	midfront	H2A1G2	0.131	225	-0.024	0.272	0.930758186840527	0.930758186840527
Cases	Older	1	midfront	H2A1G2	0.154	169	0.492	0.323	0.129935694261501	0.313164715583572
Cases	Younger	1	midfront	H2A1G2	0.14	136	-0.287	0.349	0.413451594360186	0.583696368508498
All	Older	2	midfront	H2A1G2	0.128	188	0.33	0.327	0.314810014206258	0.63244356188588
All	Younger	2	midfront	H2A1G2	0.126	195	0.116	0.303	0.702709864695148	0.816296951429356
Cases	Older	2	midfront	H2A1G2	0.155	152	0.474	0.348	0.175804861063473	0.46660339976855
Cases	Younger	2	midfront	H2A1G2	0.141	124	-0.218	0.367	0.553760929249257	0.738714364247319
All	Older	3	midfront	H2A1G2*footyrs	0.128	188	-0.061	0.057	0.283276056891202	0.679862536538885
All	Younger	3	midfront	H2A1G2*footyrs	0.126	195	0.006	0.069	0.932429793576189	0.990107757059418
Cases	Older	3	midfront	H2A1G2*footyrs	0.155	152	-0.004	0.062	0.945412258346095	0.990107757059418
Cases	Younger	3	midfront	H2A1G2*footyrs	0.141	124	0.005	0.084	0.956864637061714	0.990107757059418
All	NA	4	midfront	H2A1G2*stratum	0.119	526	0.407	0.363	0.262447850662249	0.441356727318995
Cases	NA	4	midfront	H2A1G2*stratum	0.13	364	0.599	0.441	0.17503883708918	0.418755641583104
All	Older	1	suptemp	H2A1G2	0.131	222	0.516	0.298	0.0850343968447835	0.29317815622911
All	Younger	1	suptemp	H2A1G2	0.131	225	-0.398	0.28	0.15676777354487	0.321488168214466
Cases	Older	1	suptemp	H2A1G2	0.154	169	0.806	0.339	0.0186097866498023	0.176426081347786
Cases	Younger	1	suptemp	H2A1G2	0.14	136	-0.522	0.348	0.136388814801439	0.313164715583572
All	Older	2	suptemp	H2A1G2	0.128	188	0.669	0.341	0.0514097338228936	0.274185247055433
All	Younger	2	suptemp	H2A1G2	0.126	195	-0.365	0.309	0.239841711338124	0.530556434940388
Cases	Older	2	suptemp	H2A1G2	0.155	152	0.728	0.363	0.0470235735810638	0.274185247055433
Cases	Younger	2	suptemp	H2A1G2	0.141	124	-0.539	0.363	0.140776210076609	0.450483872245149
All	Older	3	suptemp	H2A1G2*footyrs	0.128	188	-0.129	0.059	0.0284646561268569	0.322709389406605
All	Younger	3	suptemp	H2A1G2*footyrs	0.126	195	-0.009	0.063	0.881026215590597	0.990107757059418
Cases	Older	3	suptemp	H2A1G2*footyrs	0.155	152	-0.077	0.063	0.222029646261165	0.643509478568655
Cases	Younger	3	suptemp	H2A1G2*footyrs	0.141	124	-0.035	0.074	0.633175453620823	0.933862596120643
All	NA	4	suptemp	H2A1G2*stratum	0.119	526	0.607	0.374	0.105480131611257	0.36164616552431
Cases	NA	4	suptemp	H2A1G2*stratum	0.13	364	0.825	0.446	0.0655454858383551	0.314618332024104
All	Older	1	CTEstage	H2A1G2	0.131	222	0.776	0.279	0.00598454376481072	0.141641439243706
All	Younger	1	CTEstage	H2A1G2	0.132	224	-0.132	0.262	0.613425770729618	0.762791444080275
Cases	Older	1	CTEstage	H2A1G2	0.154	169	0.456	0.324	0.160744084107233	0.321488168214466
Cases	Younger	1	CTEstage	H2A1G2	0.141	135	-0.756	0.351	0.0335076690910587	0.219145096499509
All	Older	2	CTEstage	H2A1G2	0.128	188	1.013	0.338	0.00312403450049326	0.0823587846461945
All	Younger	2	CTEstage	H2A1G2	0.126	195	0.005	0.292	0.986607776675225	0.986607776675225
Cases	Older	2	CTEstage	H2A1G2	0.155	152	0.206	0.346	0.552125132538089	0.738714364247319
Cases	Younger	2	CTEstage	H2A1G2	0.141	124	-0.676	0.372	0.0719563937475873	0.313991536353108
All	Older	3	CTEstage	H2A1G2*footyrs	0.128	188	-0.148	0.062	0.018921312892251	0.322709389406605
All	Younger	3	CTEstage	H2A1G2*footyrs	0.126	195	0.073	0.07	0.299856292132732	0.685385810589102
Cases	Older	3	CTEstage	H2A1G2*footyrs	0.155	152	-0.052	0.067	0.44138243637051	0.804514416144251
Cases	Younger	3	CTEstage	H2A1G2*footyrs	0.141	124	0.061	0.098	0.534669182411131	0.884969681232217
All	NA	4	CTEstage	H2A1G2*stratum	0.119	525	0.97	0.362	0.00755257568610102	0.181261816466424
Cases	NA	4	CTEstage	H2A1G2*stratum	0.131	363	0.86	0.432	0.047473956498262	0.292704317243117
All	Older	1	subnigra	H2A1G2	0.131	222	-0.14	0.268	0.600607243986568	0.762791444080275
All	Younger	1	subnigra	H2A1G2	0.131	225	-0.448	0.288	0.121395250607162	0.313164715583572
Cases	Older	1	subnigra	H2A1G2	0.154	169	-0.178	0.304	0.559681048338321	0.746241397784428
Cases	Younger	1	subnigra	H2A1G2	0.14	136	-0.664	0.35	0.0601852443734754	0.29317815622911
All	Older	2	subnigra	H2A1G2	0.128	188	-0.153	0.314	0.626883002146681	0.791852213237913
All	Younger	2	subnigra	H2A1G2	0.126	195	-0.284	0.315	0.368971767523106	0.636614004919392
Cases	Older	2	subnigra	H2A1G2	0.155	152	-0.284	0.335	0.39788375307462	0.636614004919392
Cases	Younger	2	subnigra	H2A1G2	0.141	124	-0.689	0.368	0.0640750472884704	0.307560226984658
All	Older	3	subnigra	H2A1G2*footyrs	0.128	188	-0.126	0.054	0.02065249980686	0.322709389406605
All	Younger	3	subnigra	H2A1G2*footyrs	0.126	195	-0.038	0.07	0.594612642942724	0.933862596120643
Cases	Older	3	subnigra	H2A1G2*footyrs	0.155	152	-0.097	0.058	0.0961192697377724	0.512636105268119
Cases	Younger	3	subnigra	H2A1G2*footyrs	0.141	124	-0.053	0.085	0.532258212763438	0.884969681232217
All	NA	4	subnigra	H2A1G2*stratum	0.119	526	0.177	0.361	0.623329795106353	0.75736499393927
Cases	NA	4	subnigra	H2A1G2*stratum	0.13	364	0.124	0.425	0.77103214364631	0.794301839165241
